Assigned_CBSA,Assigned_CBSATitle,age_recode, sample_tot ,dy_total,var_tot,se_tot,cv_tot,se2_tot,moe_tot,sample_lths,dy_lths,var_lths,se_lths,cv_lths,se2_lths,moe_lths,sample_hs,dy_hs,var_hs,se_hs,cv_hs,se2_hs,moe_hs,sample_sc,dy_sc,var_sc,se_sc,cv_sc,se2_sc,moe_sc,S_lths,S_hs,S_sc,MOE_Slths,MOE_Shs,MOE_Ssc
23420,"Fresno, CA",16-19, 113 ,4024.37545,201191.83286,448.54413,0.11146,201191.83286,737.85509,49.00000,1772.89561,109299.95379,330.60544,0.18648,109299.95379,543.84594,55.00000,1872.79800,74756.00039,273.41544,0.14599,74756.00039,449.76839,9.00000,378.68183,18543.94508,136.17615,0.35961,18543.94508,224.00977,0.44054,0.46536,0.09410,0.10834,0.07218,0.05292
23420,"Fresno, CA",20-24, 309 ,13610.89019,1033403.55240,1016.56458,0.07469,1033403.55240,1672.24874,108.00000,4817.28776,311862.92070,558.44688,0.11593,311862.92070,918.64512,126.00000,5529.43231,491664.94140,701.18824,0.12681,491664.94140,1153.45465,75.00000,3264.17013,288546.54467,537.16529,0.16456,288546.54467,883.63690,0.35393,0.40625,0.23982,0.05162,0.06849,0.05785
24340,"Grand Rapids-Wyoming, MI",16-19, 25 ,1193.74510,73956.69425,271.94980,0.22781,73956.69425,447.35742,16.00000,848.82669,63863.12090,252.71154,0.29772,63863.12090,415.71048,7.00000,260.99061,12038.71619,109.72108,0.42040,12038.71619,180.49118,,,,,,,,0.71106,0.21863,,0.22420,0.12707,
24340,"Grand Rapids-Wyoming, MI",20-24, 75 ,4759.21231,382898.68001,618.78807,0.13002,382898.68001,1017.90638,28.00000,1426.54318,100733.43880,317.38532,0.22249,100733.43880,522.09884,34.00000,2328.55256,164061.02680,405.04448,0.17395,164061.02680,666.29816,13.00000,1004.11656,115252.39124,339.48843,0.33810,115252.39124,558.45846,0.29974,0.48927,0.21098,0.08902,0.09300,0.10832
24660,"Greensboro-High Point, NC",16-19, 60 ,2731.66297,161345.36422,401.67818,0.14705,161345.36422,660.76061,34.00000,1548.13095,92959.07417,304.89191,0.19694,92959.07417,501.54718,24.00000,1082.66833,65566.28331,256.05914,0.23651,65566.28331,421.21729,,,,,,,,0.56674,0.39634,,0.12214,0.12077,
24660,"Greensboro-High Point, NC",20-24, 148 ,6893.94564,410995.04177,641.08895,0.09299,410995.04177,1054.59132,45.00000,1983.82496,156679.09813,395.82711,0.19953,156679.09813,651.13559,76.00000,3615.34020,210346.75769,458.63576,0.12686,210346.75769,754.45582,27.00000,1294.78049,91872.69970,303.10510,0.23410,91872.69970,498.60788,0.28776,0.52442,0.18781,0.08356,0.07444,0.06637
24860,"Greenville-Anderson-Mauldin, SC",16-19, 61 ,2371.45394,147847.53906,384.50948,0.16214,147847.53906,632.51809,33.00000,1398.18481,70914.70618,266.29815,0.19046,70914.70618,438.06046,26.00000,868.34480,40559.70520,201.39440,0.23193,40559.70520,331.29379,,,,,,,,0.58959,0.36617,,0.09692,0.09989,
24860,"Greenville-Anderson-Mauldin, SC",20-24, 165 ,7606.38019,494770.99928,703.39960,0.09247,494770.99928,1157.09234,68.00000,3145.18025,189329.49242,435.12009,0.13835,189329.49242,715.77255,74.00000,3568.10113,242082.72419,492.01903,0.13789,242082.72419,809.37130,23.00000,893.09881,49299.50589,222.03492,0.24861,49299.50589,365.24744,0.41349,0.46909,0.11741,0.06999,0.07893,0.04457
25420,"Harrisburg-Carlisle, PA",16-19, 27 ,1141.63671,69734.98303,264.07382,0.23131,69734.98303,434.40144,17.00000,826.47360,52136.02794,228.33315,0.27627,52136.02794,375.60803,10.00000,315.16311,17446.70983,132.08599,0.41910,17446.70983,217.28146,,,,,,,,0.72394,0.27606,,0.17991,0.15871,
25420,"Harrisburg-Carlisle, PA",20-24, 60 ,2650.84655,169732.85798,411.98648,0.15542,169732.85798,677.71776,17.00000,769.16481,51168.88744,226.20541,0.29409,51168.88744,372.10790,37.00000,1647.72007,98962.81759,314.58356,0.19092,98962.81759,517.48996,6.00000,233.96167,15063.23655,122.73238,0.52458,15063.23655,201.89476,0.29016,0.62158,0.08826,0.11917,0.11338,0.07274
25540,"Hartford-West Hartford-East Hartford, CT",16-19, 41 ,1562.25873,103332.86472,321.45430,0.20576,103332.86472,528.79232,17.00000,693.12946,39191.51063,197.96846,0.28562,39191.51063,325.65811,22.00000,833.19310,59870.54403,244.68458,0.29367,59870.54403,402.50614,,,,,,,,0.44367,0.53333,,0.14457,0.18383,
25540,"Hartford-West Hartford-East Hartford, CT",20-24, 131 ,6134.68968,386928.31725,622.03562,0.10140,386928.31725,1023.24860,55.00000,2866.30602,166086.60586,407.53724,0.14218,166086.60586,670.39877,62.00000,2617.85125,180675.00835,425.05883,0.16237,180675.00835,699.22177,14.00000,650.53242,40304.95910,200.76095,0.30861,40304.95910,330.25176,0.46723,0.42673,0.10604,0.07661,0.08902,0.05084
26420,"Houston-The Woodlands-Sugar Land, TX",16-19, 357 ,17394.15234,1241034.80910,1114.01742,0.06405,1241034.80910,1832.55865,156.00000,7757.18263,566203.53099,752.46497,0.09700,566203.53099,1237.80488,182.00000,8898.71403,893201.84040,945.09356,0.10621,893201.84040,1554.67891,19.00000,738.25568,42141.50929,205.28397,0.27807,42141.50929,337.69213,0.44596,0.51159,0.04244,0.05345,0.07130,0.01889
26420,"Houston-The Woodlands-Sugar Land, TX",20-24, 850 ,45824.63686,3261666.13610,1806.00834,0.03941,3261666.13610,2970.88372,268.00000,14279.47740,1193240.55090,1092.35551,0.07650,1193240.55090,1796.92481,440.00000,22904.12080,1425531.82350,1193.95637,0.05213,1425531.82350,1964.05824,142.00000,8641.03867,769736.62909,877.34636,0.10153,769736.62909,1443.23476,0.31161,0.49982,0.18857,0.03361,0.02805,0.02903
26900,"Indianapolis-Carmel-Anderson, IN",16-19, 87 ,3994.20889,309306.18317,556.15302,0.13924,309306.18317,914.87172,41.00000,1609.21927,84128.16361,290.04855,0.18024,84128.16361,477.12987,39.00000,1902.99233,135975.41372,368.74844,0.19377,135975.41372,606.59119,7.00000,481.99729,45174.79359,212.54363,0.44096,45174.79359,349.63427,0.40289,0.47644,0.12067,0.07585,0.10562,0.08306
26900,"Indianapolis-Carmel-Anderson, IN",20-24, 283 ,13007.23078,861924.29876,928.39878,0.07138,861924.29876,1527.21600,104.00000,4747.09326,266850.83098,516.57607,0.10882,266850.83098,849.76763,129.00000,5712.95803,374574.29766,612.02475,0.10713,374574.29766,1006.78072,50.00000,2547.17949,252651.85530,502.64486,0.19733,252651.85530,826.85079,0.36496,0.43921,0.19583,0.04931,0.05772,0.05926
27140,"Jackson, MS",16-19, 71 ,3038.45567,167104.55838,408.78424,0.13454,167104.55838,672.45008,26.00000,878.17490,54953.25747,234.42111,0.26694,54953.25747,385.62273,38.00000,1864.96781,106842.60247,326.86787,0.17527,106842.60247,537.69764,7.00000,295.31295,14129.18230,118.86624,0.40251,14129.18230,195.53496,0.28902,0.61379,0.09719,0.10962,0.11342,0.06065
27140,"Jackson, MS",20-24, 126 ,4999.59698,295175.09264,543.30019,0.10867,295175.09264,893.72881,46.00000,1907.62032,144890.00994,380.64420,0.19954,144890.00994,626.15972,55.00000,2158.68740,129506.89390,359.87066,0.16671,129506.89390,591.98724,25.00000,933.28926,62087.01084,249.17265,0.26698,62087.01084,409.88901,0.38155,0.43177,0.18667,0.10504,0.08979,0.07489
27260,"Jacksonville, FL",16-19, 89 ,3812.27747,310291.78916,557.03841,0.14612,310291.78916,916.32818,45.00000,1760.52826,115998.48259,340.58550,0.19346,115998.48259,560.26315,38.00000,1703.08660,108336.18924,329.14463,0.19326,108336.18924,541.44292,6.00000,348.66261,26801.23960,163.71084,0.46954,26801.23960,269.30433,0.46180,0.44674,0.09146,0.09632,0.09296,0.06713
27260,"Jacksonville, FL",20-24, 247 ,11678.71911,829056.19579,910.52523,0.07796,829056.19579,1497.81400,80.00000,3988.96623,284034.89555,532.94924,0.13361,284034.89555,876.70150,136.00000,6227.21794,421374.64418,649.13376,0.10424,421374.64418,1067.82504,31.00000,1462.53494,93783.48722,306.24090,0.20939,93783.48722,503.76628,0.34156,0.53321,0.12523,0.06096,0.06069,0.04003
28140,"Kansas City, MO-KS",16-19, 110 ,4481.81720,242006.38176,491.94144,0.10976,242006.38176,809.24367,48.00000,1864.52200,95240.02726,308.60983,0.16552,95240.02726,507.66317,59.00000,2411.23043,139707.23993,373.77432,0.15501,139707.23993,614.85875,,,,,,,,0.41602,0.53800,,0.08478,0.09687,
28140,"Kansas City, MO-KS",20-24, 246 ,11744.88744,473713.74392,688.26866,0.05860,473713.74392,1132.20194,61.00000,2784.61968,114547.83585,338.44916,0.12154,114547.83585,556.74887,140.00000,7187.23216,318621.05601,564.46528,0.07854,318621.05601,928.54539,45.00000,1773.03560,72788.97881,269.79433,0.15217,72788.97881,443.81167,0.23709,0.61195,0.15096,0.04153,0.05263,0.03487
28940,"Knoxville, TN",16-19, 73 ,3512.38330,227964.35349,477.45613,0.13594,227964.35349,785.41533,22.00000,1399.96606,124465.55029,352.79675,0.25200,124465.55029,580.35066,48.00000,1958.48300,109558.69735,330.99652,0.16901,109558.69735,544.48928,,,,,,,,0.39858,0.55759,,0.13913,0.09211,
28940,"Knoxville, TN",20-24, 193 ,9571.61994,506000.33924,711.33701,0.07432,506000.33924,1170.14938,44.00000,2373.36139,154934.14093,393.61674,0.16585,154934.14093,647.49954,133.00000,6519.38949,395253.54879,628.69193,0.09643,395253.54879,1034.19823,16.00000,678.86906,41501.13872,203.71828,0.30008,41501.13872,335.11658,0.24796,0.68112,0.07093,0.06048,0.06885,0.03392
29460,"Lakeland-Winter Haven, FL",16-19, 58 ,1959.33371,76127.01766,275.91125,0.14082,76127.01766,453.87401,28.00000,999.78939,47388.97512,217.69009,0.21774,47388.97512,358.10020,25.00000,815.44863,43872.92184,209.45864,0.25686,43872.92184,344.55946,5.00000,144.09569,6096.81895,78.08213,0.54188,6096.81895,128.44510,0.51027,0.41619,0.07354,0.13940,0.14707,0.06330
29460,"Lakeland-Winter Haven, FL",20-24, 144 ,6206.17287,342851.11784,585.53490,0.09435,342851.11784,963.20491,49.00000,2330.30397,169189.59211,411.32662,0.17651,169189.59211,676.63230,71.00000,3153.06582,169854.88324,412.13455,0.13071,169854.88324,677.96133,24.00000,722.80307,39539.01830,198.84421,0.27510,39539.01830,327.09872,0.37548,0.50805,0.11647,0.09214,0.07560,0.04951
29820,"Las Vegas-Henderson-Paradise, NV",16-19, 171 ,6475.77043,251456.15112,501.45404,0.07744,251456.15112,824.89189,77.00000,2642.43448,83433.35422,288.84832,0.10931,83433.35422,475.15549,83.00000,3270.46056,152409.93797,390.39715,0.11937,152409.93797,642.20332,11.00000,562.87540,26114.54836,161.59996,0.28710,26114.54836,265.83194,0.40805,0.50503,0.08692,0.05179,0.07547,0.03953
29820,"Las Vegas-Henderson-Paradise, NV",20-24, 385 ,17044.53444,948011.90057,973.65903,0.05712,948011.90057,1601.66910,138.00000,6471.60329,442395.76182,665.12838,0.10278,442395.76182,1094.13619,183.00000,7613.62236,303216.90782,550.65135,0.07232,303216.90782,905.82147,64.00000,2959.30879,211574.10546,459.97185,0.15543,211574.10546,756.65370,0.37969,0.44669,0.17362,0.05336,0.03259,0.04129
30780,"Little Rock-North Little Rock-Conway, AR",16-19, 40 ,2207.25608,165887.68046,407.29311,0.18452,165887.68046,669.99717,10.00000,568.59549,33628.90449,183.38185,0.32252,33628.90449,301.66315,30.00000,1638.66059,101882.46335,319.19032,0.19479,101882.46335,525.06808,,,,,,,,0.25760,0.74240,,0.11209,0.07620,
30780,"Little Rock-North Little Rock-Conway, AR",20-24, 99 ,5627.35559,450778.62430,671.40049,0.11931,450778.62430,1104.45381,23.00000,1204.31795,90387.92700,300.64585,0.24964,90387.92700,494.56242,52.00000,3101.17070,265570.80247,515.33562,0.16617,265570.80247,847.72710,24.00000,1321.86694,105669.66449,325.06871,0.24592,105669.66449,534.73802,0.21401,0.55109,0.23490,0.07720,0.10486,0.08309
31080,"Los Angeles-Long Beach-Anaheim, CA",16-19, 994 ,35546.27058,1570592.32020,1253.23275,0.03526,1570592.32020,2061.56787,357.00000,12988.53118,629768.64129,793.57964,0.06110,629768.64129,1305.43850,560.00000,20045.96005,610706.88440,781.47737,0.03898,610706.88440,1285.53028,77.00000,2511.77935,108250.30996,329.01415,0.13099,108250.30996,541.22827,0.36540,0.56394,0.07066,0.02999,0.01543,0.01466
31080,"Los Angeles-Long Beach-Anaheim, CA",20-24," 2,305 ",89628.86962,5196740.99820,2279.63615,0.02543,5196740.99820,3750.00147,765.00000,28939.80878,1869727.92970,1367.37995,0.04725,1869727.92970,2249.34002,1056.00000,42359.86743,2021251.98260,1421.70742,0.03356,2021251.98260,2338.70870,484.00000,18329.19340,1173305.71320,1083.19237,0.05910,1173305.71320,1781.85145,0.32288,0.47261,0.20450,0.02115,0.01703,0.01794
31140,"Louisville/Jefferson County, KY-IN",16-19, 64 ,2335.94965,117317.91555,342.51703,0.14663,117317.91555,563.44051,23.00000,1125.85966,102570.76698,320.26671,0.28446,102570.76698,526.83874,37.00000,1117.82793,52885.12038,229.96765,0.20573,52885.12038,378.29679,,,,,,,,0.48197,0.47853,,0.19326,0.11359,
31140,"Louisville/Jefferson County, KY-IN",20-24, 174 ,8211.71246,562181.26544,749.78748,0.09131,562181.26544,1233.40040,66.00000,3384.20826,288125.75398,536.77347,0.15861,288125.75398,882.99235,85.00000,3924.74224,303269.41942,550.69903,0.14031,303269.41942,905.89990,23.00000,902.76196,44597.23399,211.18057,0.23393,44597.23399,347.39204,0.41212,0.47794,0.10994,0.08792,0.08377,0.03895
31540,"Madison, WI",16-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31540,"Madison, WI",20-24, 15 ,1266.17194,140239.15949,374.48519,0.29576,140239.15949,616.02814,,,,,,,,8.00000,603.59093,66331.34707,257.54873,0.42669,66331.34707,423.66766,,,,,,,,,0.47671,,,0.24118,
32580,"McAllen-Edinburg-Mission, TX",16-19, 94 ,4790.78197,270851.60780,520.43406,0.10863,270851.60780,856.11402,44.00000,2474.96964,131052.51686,362.01176,0.14627,131052.51686,595.50935,43.00000,2039.82629,127979.65303,357.74244,0.17538,127979.65303,588.48631,7.00000,275.98605,15546.08423,124.68394,0.45178,15546.08423,205.10508,0.51661,0.42578,0.05761,0.08324,0.09643,0.04156
32580,"McAllen-Edinburg-Mission, TX",20-24, 192 ,11767.85336,849913.03710,921.90728,0.07834,849913.03710,1516.53748,74.00000,4840.95085,338504.79104,581.81165,0.12019,338504.79104,957.08016,76.00000,4594.07752,409621.72419,640.01697,0.13931,409621.72419,1052.82792,42.00000,2332.82499,149442.60511,386.57807,0.16571,149442.60511,635.92093,0.41137,0.39039,0.19824,0.06168,0.07398,0.04762
32820,"Memphis, TN-MS-AR",16-19, 122 ,5366.99780,373270.92166,610.95902,0.11384,373270.92166,1005.02758,40.00000,1615.00130,93643.50895,306.01227,0.18948,93643.50895,503.39018,73.00000,3316.99533,242677.92757,492.62352,0.14851,242677.92757,810.36568,9.00000,435.00117,23261.25360,152.51640,0.35061,23261.25360,250.88949,0.30091,0.61804,0.08105,0.07498,0.09697,0.04421
32820,"Memphis, TN-MS-AR",20-24, 271 ,13635.11690,921282.90783,959.83483,0.07039,921282.90783,1578.92830,83.00000,4283.05514,337005.96498,580.52215,0.13554,337005.96498,954.95893,141.00000,6939.90460,350289.55936,591.85265,0.08528,350289.55936,973.59761,47.00000,2412.15715,212371.22742,460.83753,0.19105,212371.22742,758.07773,0.31412,0.50897,0.17691,0.05985,0.04031,0.05169
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19, 297 ,12884.62394,754238.70674,868.46917,0.06740,754238.70674,1428.63179,141.00000,6371.29682,330295.28425,574.71322,0.09020,330295.28425,945.40325,135.00000,5632.51026,277142.18321,526.44295,0.09347,277142.18321,865.99866,21.00000,880.81686,59220.85170,243.35335,0.27628,59220.85170,400.31626,0.49449,0.43715,0.06836,0.04876,0.04656,0.03013
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24, 821 ,38590.72519,3079282.11020,1754.78834,0.04547,3079282.11020,2886.62682,242.00000,10640.95901,715597.78494,845.93013,0.07950,715597.78494,1391.55506,425.00000,20432.51489,1461363.19610,1208.86856,0.05916,1461363.19610,1988.58878,154.00000,7517.25129,518108.44444,719.79750,0.09575,518108.44444,1184.06689,0.27574,0.52947,0.19479,0.02958,0.03297,0.02700
33340,"Milwaukee-Waukesha-West Allis, WI",16-19, 50 ,2871.99884,225165.50661,474.51608,0.16522,225165.50661,780.57895,25.00000,1426.87250,101749.84808,318.98252,0.22355,101749.84808,524.72625,24.00000,1420.12634,113297.89100,336.59752,0.23702,113297.89100,553.70292,,,,,,,,0.49682,0.49447,,0.12307,0.13823,
33340,"Milwaukee-Waukesha-West Allis, WI",20-24, 147 ,10107.93190,917383.11748,957.80119,0.09476,917383.11748,1575.58296,49.00000,3267.27386,236950.56415,486.77568,0.14899,236950.56415,800.74600,71.00000,4930.48612,520467.90330,721.43461,0.14632,520467.90330,1186.75994,27.00000,1910.17192,142473.69605,377.45688,0.19760,142473.69605,620.91657,0.32324,0.48778,0.18898,0.06113,0.08946,0.05391
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19, 60 ,3535.72559,180818.35071,425.22741,0.12027,180818.35071,699.49909,35.00000,2134.17350,130002.86726,360.55910,0.16895,130002.86726,593.11973,22.00000,1256.55209,105796.58857,325.26388,0.25885,105796.58857,535.05907,,,,,,,,0.60360,0.35539,,0.11781,0.13400,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24, 212 ,16271.81979,1548147.22590,1244.24565,0.07647,1548147.22590,2046.78409,65.00000,4923.57124,499180.66429,706.52719,0.14350,499180.66429,1162.23722,109.00000,8378.79454,819213.27670,905.10401,0.10802,819213.27670,1488.89610,38.00000,2969.45401,300694.04751,548.35577,0.18467,300694.04751,902.04524,0.30258,0.51493,0.18249,0.06044,0.06463,0.05046
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19, 106 ,4290.33398,193387.62315,439.75860,0.10250,193387.62315,723.40289,36.00000,1665.12040,80531.85646,283.78135,0.17043,80531.85646,466.82033,65.00000,2335.33126,128962.66383,359.11372,0.15377,128962.66383,590.74207,5.00000,289.88232,15221.87680,123.37697,0.42561,15221.87680,202.95512,0.38811,0.54432,0.06757,0.08693,0.10264,0.04591
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24, 288 ,12743.04100,566428.11271,752.61419,0.05906,566428.11271,1238.05034,60.00000,2517.93659,116313.30684,341.04737,0.13545,116313.30684,561.02292,180.00000,8044.91345,409461.84761,639.89206,0.07954,409461.84761,1052.62244,48.00000,2180.19096,149223.76054,386.29491,0.17718,149223.76054,635.45513,0.19759,0.63132,0.17109,0.03962,0.05533,0.04701
35300,"New Haven-Milford, CT",16-19, 33 ,1423.99214,91307.62976,302.17152,0.21220,91307.62976,497.07216,16.00000,607.56189,32967.29935,181.56899,0.29885,32967.29935,298.68099,13.00000,718.15146,53836.19970,232.02629,0.32309,53836.19970,381.68325,,,,,,,,0.42666,0.50432,,0.14769,0.20212,
35300,"New Haven-Milford, CT",20-24, 93 ,5223.85924,432533.76417,657.67299,0.12590,432533.76417,1081.87207,26.00000,1286.64627,85791.41355,292.90171,0.22765,85791.41355,481.82332,54.00000,3291.42527,223137.66182,472.37449,0.14352,223137.66182,777.05604,13.00000,645.78770,47101.98407,217.02992,0.33607,47101.98407,357.01421,0.24630,0.63008,0.12362,0.07685,0.07141,0.06337
35380,"New Orleans-Metairie, LA",16-19, 79 ,2931.97996,130478.85248,361.21857,0.12320,130478.85248,594.20454,32.00000,1247.68429,102793.03985,320.61354,0.25697,102793.03985,527.40927,41.00000,1514.35801,70318.74824,265.17682,0.17511,70318.74824,436.21588,6.00000,169.93766,5727.29881,75.67892,0.44533,5727.29881,124.49182,0.42554,0.51650,0.05796,0.15786,0.10573,0.04080
35380,"New Orleans-Metairie, LA",20-24, 221 ,10045.55392,567443.73681,753.28861,0.07499,567443.73681,1239.15977,66.00000,3182.61910,183802.22708,428.72162,0.13471,183802.22708,705.24706,98.00000,4377.38413,257605.56423,507.54858,0.11595,257605.56423,834.91742,57.00000,2485.55069,204416.37814,452.12430,0.18190,204416.37814,743.74447,0.31682,0.43575,0.24743,0.05832,0.06339,0.06745
35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19, 875 ,37894.40916,2106586.49950,1451.40845,0.03830,2106586.49950,2387.56691,346.00000,15288.60771,995647.60758,997.82143,0.06527,995647.60758,1641.41625,455.00000,19799.27736,964941.36431,982.31429,0.04961,964941.36431,1615.90701,74.00000,2806.52409,119357.30520,345.48127,0.12310,119357.30520,568.31668,0.40345,0.52249,0.07406,0.03507,0.02710,0.01425
35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24," 2,307 ",113090.44242,7934686.94350,2816.85764,0.02491,7934686.94350,4633.73081,731.00000,36005.39083,2434945.91400,1560.43132,0.04334,2434945.91400,2566.90953,1102.00000,54864.53725,4269792.20590,2066.34755,0.03766,4269792.20590,3399.14172,474.00000,22220.51433,1143290.83130,1069.24779,0.04812,1143290.83130,1758.91261,0.31838,0.48514,0.19648,0.01857,0.02255,0.01331
35840,"North Port-Sarasota-Bradenton, FL",16-19, 35 ,1582.33309,78364.54297,279.93668,0.17691,78364.54297,460.49583,13.00000,590.12245,25463.50840,159.57289,0.27041,25463.50840,262.49741,21.00000,962.37219,57201.13579,239.16759,0.24852,57201.13579,393.43068,,,,,,,,0.37294,0.60820,,0.12546,0.17462,
35840,"North Port-Sarasota-Bradenton, FL",20-24, 67 ,3153.03862,330472.06332,574.86700,0.18232,330472.06332,945.65621,23.00000,885.21935,53623.25583,231.56696,0.26159,53623.25583,380.92765,32.00000,1392.25482,131672.61698,362.86722,0.26063,131672.61698,596.91657,12.00000,875.56446,146918.52637,383.29953,0.43777,146918.52637,630.52772,0.28075,0.44156,0.27769,0.08664,0.13528,0.18181
36260,"Ogden-Clearfield, UT",16-19, 27 ,1155.26720,67704.78673,260.20143,0.22523,67704.78673,428.03136,9.00000,330.64873,15955.21595,126.31396,0.38202,15955.21595,207.78646,13.00000,627.76252,30530.08312,174.72860,0.27834,30530.08312,287.42854,5.00000,196.85595,9198.67350,95.90972,0.48721,9198.67350,157.77148,0.28621,0.54339,0.17040,0.14527,0.14618,0.12110
36260,"Ogden-Clearfield, UT",20-24, 47 ,2166.16598,138878.27857,372.66376,0.17204,138878.27857,613.03189,13.00000,654.58266,51982.61818,227.99697,0.34831,51982.61818,375.05502,27.00000,1228.82427,61836.66497,248.66979,0.20236,61836.66497,409.06181,7.00000,282.75905,10571.64191,102.81849,0.36363,10571.64191,169.13642,0.30218,0.56728,0.13053,0.15055,0.09943,0.06879
36420,"Oklahoma City, OK",16-19, 83 ,4072.34820,313922.27406,560.28767,0.13758,313922.27406,921.67322,37.00000,1813.20726,153732.52248,392.08739,0.21624,153732.52248,644.98376,36.00000,1617.95379,126488.10265,355.65166,0.21982,126488.10265,585.04698,10.00000,641.18715,75177.81183,274.18573,0.42762,75177.81183,451.03552,0.44525,0.39730,0.15745,0.12219,0.11204,0.10487
36420,"Oklahoma City, OK",20-24, 148 ,8482.29079,794559.32302,891.38057,0.10509,794559.32302,1466.32104,35.00000,1879.10481,147641.11255,384.24096,0.20448,147641.11255,632.07637,77.00000,4336.52170,350435.43393,591.97587,0.13651,350435.43393,973.80031,36.00000,2266.66428,226134.03587,475.53553,0.20980,226134.03587,782.25594,0.22153,0.51124,0.26722,0.06392,0.07328,0.07982
36540,"Omaha-Council Bluffs, NE-IA",16-19, 28 ,1357.03586,86025.46213,293.30098,0.21613,86025.46213,482.48010,13.00000,659.42342,42443.18888,206.01745,0.31242,42443.18888,338.89870,14.00000,631.67082,34527.59842,185.81603,0.29417,34527.59842,305.66738,,,,,,,,0.48593,0.46548,,0.18033,0.15280,
36540,"Omaha-Council Bluffs, NE-IA",20-24, 84 ,4301.51900,293523.44687,541.77804,0.12595,293523.44687,891.22488,28.00000,1590.38240,153225.73642,391.44059,0.24613,153225.73642,643.91977,27.00000,1370.30023,104449.10276,323.18586,0.23585,104449.10276,531.64075,29.00000,1340.83638,93991.07363,306.57964,0.22865,93991.07363,504.32350,0.36973,0.31856,0.31171,0.12861,0.10449,0.09785
36740,"Orlando-Kissimmee-Sanford, FL",16-19, 119 ,5132.20366,339300.23215,582.49483,0.11350,339300.23215,958.20400,54.00000,2231.71244,195856.62240,442.55691,0.19830,195856.62240,728.00612,64.00000,2860.64295,210474.72811,458.77525,0.16037,210474.72811,754.68528,,,,,,,,0.43484,0.55739,,0.11632,0.10389,
36740,"Orlando-Kissimmee-Sanford, FL",20-24, 245 ,14461.93813,1310260.55150,1144.66613,0.07915,1310260.55150,1882.97579,70.00000,4518.90767,416904.79600,645.68165,0.14288,416904.79600,1062.14632,125.00000,7545.13565,770483.63778,877.77197,0.11634,770483.63778,1443.93490,50.00000,2397.89481,207870.52700,455.92820,0.19014,207870.52700,750.00190,0.31247,0.52172,0.16581,0.06115,0.07317,0.04715
37100,"Oxnard-Thousand Oaks-Ventura, CA",16-19, 35 ,1330.88348,67120.53099,259.07630,0.19466,67120.53099,426.18052,10.00000,394.30386,25350.94919,159.21981,0.40380,25350.94919,261.91659,21.00000,741.19118,41494.44436,203.70185,0.27483,41494.44436,335.08955,,,,,,,,0.29627,0.55692,,0.17242,0.17773,
37100,"Oxnard-Thousand Oaks-Ventura, CA",20-24, 107 ,4539.35979,310639.14541,557.35011,0.12278,310639.14541,916.84093,32.00000,1121.80528,45309.73462,212.86083,0.18975,45309.73462,350.15607,46.00000,2048.33249,200522.56502,447.79746,0.21862,200522.56502,736.62682,29.00000,1369.22202,90445.09890,300.74092,0.21964,90445.09890,494.71881,0.24713,0.45124,0.30163,0.05881,0.13426,0.09037
37340,"Palm Bay-Melbourne-Titusville, FL",16-19, 26 ,1198.35007,105682.39812,325.08829,0.27128,105682.39812,534.77024,14.00000,646.88407,51293.93675,226.48165,0.35011,51293.93675,372.56231,10.00000,447.22334,30939.61319,175.89660,0.39331,30939.61319,289.34990,,,,,,,,0.53981,0.37320,,0.19654,0.17483,
37340,"Palm Bay-Melbourne-Titusville, FL",20-24, 57 ,3517.95623,291775.61278,540.16258,0.15354,291775.61278,888.56744,12.00000,591.14709,32917.51931,181.43186,0.30691,32917.51931,298.45541,29.00000,2215.16929,253286.06588,503.27534,0.22719,253286.06588,827.88793,16.00000,711.63985,41390.96242,203.44769,0.28589,41390.96242,334.67145,0.16804,0.62968,0.20229,0.07346,0.17345,0.08025
