Assigned_CBSA,Assigned_CBSATitle,age_recode, sample_tot ,dy_total,var_tot,se_tot,cv_tot,se2_tot,moe_tot,sample_w,dy_white,var_w,se_w,cv_w,se2_w,moe_w,sample_b,dy_black,var_b,se_b,cv_b,se2_b,moe_b,sample_l,dy_latino,var_l,se_l,cv_l,se2_l,moe_l,sample_a,dy_asian,var_a,se_a,cv_a,se2_a,moe_a,sample_o,dy_other,var_o,se_o,cv_o,se2_o,moe_o,S_White,S_Black,S_Latino,S_Asian,S_Other,MOE_Swhite,MOE_Sblack,MOE_Slatino,MOE_Sasian,MOE_Sother
0,_US total,16-19," 19,771 ",784008.30555,62389273.41800,7898.68808,0.01007,62389273.41800,12993.34190,8446.00000,292073.81542,20188497.90300,4493.16124,0.01538,20188497.90300,7391.25024,4038.00000,188516.75662,15516936.48100,3939.15429,0.02090,15516936.48100,6479.90880,5500.00000,245838.70279,15554173.40200,3943.87796,0.01604,15554173.40200,6487.67925,423.00000,16994.95538,1031063.97990,1015.41321,0.05975,1031063.97990,1670.35472,1364.00000,40584.07534,1926231.34180,1387.88737,0.03420,1926231.34180,2283.07472,0.37254,0.24045,0.31357,0.02168,0.05176,0.00712,0.00724,0.00644,0.00210,0.00278
0,_US total,20-24," 50,398 ",2243041.19990,143872271.20000,11994.67679,0.00535,143872271.20000,19731.24331,22423.00000,901979.48469,48866688.04600,6990.47123,0.00775,48866688.04600,11499.32518,10914.00000,566735.56858,46197045.85500,6796.84087,0.01199,46197045.85500,11180.80324,12757.00000,625582.13475,41173694.78300,6416.67319,0.01026,41173694.78300,10555.42739,1117.00000,48284.32321,3308790.83220,1819.00820,0.03767,3308790.83220,2992.26849,3187.00000,100459.68863,5036565.84050,2244.22945,0.02234,5036565.84050,3691.75745,0.40212,0.25266,0.27890,0.02153,0.04479,0.00371,0.00446,0.00402,0.00132,0.00160
10420,"Akron, OH",16-19, 29 ,1546.68329,126928.50726,356.27027,0.23034,126928.50726,586.06460,20.00000,1047.46008,82202.62543,286.71000,0.27372,82202.62543,471.63795,5.00000,179.27013,9521.40381,97.57768,0.54431,9521.40381,160.51529,,,,,,,,,,,,,,,,,,,,,,0.67723,0.11591,,,,0.16473,0.09403,,,
10420,"Akron, OH",20-24, 85 ,4025.36815,203697.12891,451.32818,0.11212,203697.12891,742.43486,52.00000,2560.66175,152637.74060,390.68880,0.15257,152637.74060,642.68308,20.00000,942.72395,71484.89233,267.36659,0.28361,71484.89233,439.81804,5.00000,196.58859,12722.87977,112.79574,0.57377,12722.87977,185.54900,6.00000,221.39387,10237.47547,101.18041,0.45702,10237.47547,166.44178,,,,,,,,0.63613,0.23420,0.04884,0.05500,,0.10828,0.10036,0.04521,0.04008,
10580,"Albany-Schenectady-Troy, NY",16-19, 34 ,1996.64544,128234.39557,358.09830,0.17935,128234.39557,589.07171,15.00000,506.33210,33157.28249,182.09141,0.35963,33157.28249,299.54037,6.00000,359.45604,29488.71880,171.72280,0.47773,29488.71880,282.48400,,,,,,,,6.00000,595.88686,61997.55061,248.99307,0.41785,61997.55061,409.59361,,,,,,,,0.25359,0.18003,,0.29844,,0.13003,0.13113,,0.18528,
10580,"Albany-Schenectady-Troy, NY",20-24, 68 ,3470.32844,274771.20994,524.18624,0.15105,274771.20994,862.28636,46.00000,2122.63355,132455.65051,363.94457,0.17146,132455.65051,598.68882,10.00000,718.05657,75335.95978,274.47397,0.38225,75335.95978,451.50968,5.00000,191.75621,6390.89809,79.94309,0.41690,6390.89809,131.50639,,,,,,,,,,,,,,,0.61165,0.20691,0.05526,,,0.08163,0.11952,0.03532,,
10740,"Albuquerque, NM",16-19, 71 ,2784.99747,176279.47368,419.85649,0.15076,176279.47368,690.66393,13.00000,582.76846,33094.76637,181.91967,0.31216,33094.76637,299.25786,,,,,,,,32.00000,1655.73418,92608.81312,304.31696,0.18380,92608.81312,500.60140,,,,,,,,22.00000,324.99825,9355.94990,96.72616,0.29762,9355.94990,159.11453,0.20925,,0.59452,,0.11670,0.09409,,0.10282,,0.04926
10740,"Albuquerque, NM",20-24, 163 ,7696.57729,466656.11176,683.12233,0.08876,466656.11176,1123.73623,33.00000,1839.18658,104926.98572,323.92435,0.17612,104926.98572,532.85556,,,,,,,,75.00000,4464.81105,290208.78328,538.71030,0.12066,290208.78328,886.17844,,,,,,,,51.00000,1094.94291,49870.09583,223.31613,0.20395,49870.09583,367.35504,0.23896,,0.58010,,0.14226,0.05980,,0.07800,,0.04297
10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19, 32 ,1860.14131,194733.85908,441.28660,0.23723,194733.85908,725.91645,11.00000,388.51130,20608.08720,143.55517,0.36950,20608.08720,236.14826,,,,,,,,20.00000,1429.05215,166051.25629,407.49387,0.28515,166051.25629,670.32742,,,,,,,,,,,,,,,0.20886,,0.76825,,,0.09733,,0.19994,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24, 81 ,4241.87302,377261.67264,614.21631,0.14480,377261.67264,1010.38583,45.00000,2018.00959,142905.97076,378.02906,0.18733,142905.97076,621.85780,8.00000,361.90172,23859.70310,154.46586,0.42682,23859.70310,254.09635,28.00000,1861.96170,196499.12041,443.28221,0.23807,196499.12041,729.19924,,,,,,,,,,,,,,,0.47574,0.08532,0.43895,,,0.09301,0.05635,0.13645,,
12060,"Atlanta-Sandy Springs-Roswell, GA",16-19, 310 ,14194.81523,753296.39954,867.92649,0.06114,753296.39954,1427.73908,94.00000,3857.89865,159676.69007,399.59566,0.10358,159676.69007,657.33486,147.00000,6929.00829,438631.59936,662.29268,0.09558,438631.59936,1089.47147,44.00000,2290.51704,161112.10629,401.38773,0.17524,161112.10629,660.28281,9.00000,261.98077,12034.29186,109.70092,0.41874,12034.29186,180.45801,16.00000,855.41048,69306.11790,263.26055,0.30776,69306.11790,433.06361,0.27178,0.48814,0.16136,0.01846,0.06026,0.03738,0.05899,0.04359,0.01258,0.02990
12060,"Atlanta-Sandy Springs-Roswell, GA",20-24, 721 ,38685.38067,2448994.69360,1564.92642,0.04045,2448994.69360,2574.30396,223.00000,10828.01662,847247.32172,920.46039,0.08501,847247.32172,1514.15733,362.00000,20488.09140,990616.09878,995.29699,0.04858,990616.09878,1637.26355,95.00000,5904.53509,561394.24351,749.26247,0.12690,561394.24351,1232.53676,23.00000,809.24493,41790.19469,204.42650,0.25261,41790.19469,336.28160,18.00000,655.49263,37545.55547,193.76676,0.29560,37545.55547,318.74631,0.27990,0.52961,0.15263,0.02092,0.01694,0.03442,0.02343,0.03020,0.00858,0.00816
12260,"Augusta-Richmond County, GA-SC",16-19, 46 ,2145.55062,114519.39543,338.40714,0.15773,114519.39543,556.67975,20.00000,1051.81018,60082.04049,245.11638,0.23304,60082.04049,403.21645,24.00000,1017.82388,52985.85543,230.18657,0.22616,52985.85543,378.65690,,,,,,,,,,,,,,,,,,,,,,0.49023,0.47439,,,,0.13835,0.12648,,,
12260,"Augusta-Richmond County, GA-SC",20-24, 97 ,4473.16171,315403.32531,561.60780,0.12555,315403.32531,923.84484,41.00000,1359.44844,60260.50122,245.48014,0.18057,60260.50122,403.81484,48.00000,2695.50829,215552.48021,464.27630,0.17224,215552.48021,763.73451,,,,,,,,,,,,,,,,,,,,,,0.30391,0.60260,,,,0.06488,0.11689,,,
12420,"Austin-Round Rock, TX",16-19, 84 ,3908.88232,242842.84241,492.79087,0.12607,242842.84241,810.64098,30.00000,1212.21780,78268.49329,279.76507,0.23079,78268.49329,460.21354,8.00000,342.42761,19544.32555,139.80102,0.40826,19544.32555,229.97268,43.00000,2228.78808,143160.36031,378.36538,0.16976,143160.36031,622.41105,,,,,,,,,,,,,,,0.31012,0.08760,0.57019,,,0.09862,0.05596,0.10664,,
12420,"Austin-Round Rock, TX",20-24, 201 ,9206.14193,601975.59684,775.87086,0.08428,601975.59684,1276.30757,66.00000,2738.85172,181617.31208,426.16583,0.15560,181617.31208,701.04279,22.00000,919.36385,55032.85294,234.59082,0.25517,55032.85294,385.90190,106.00000,5282.66845,418915.03524,647.23646,0.12252,418915.03524,1064.70398,,,,,,,,,,,,,,,0.29750,0.09986,0.57382,,,0.06401,0.03957,0.08394,,
12540,"Bakersfield, CA",16-19, 83 ,3823.75159,239405.62608,489.29094,0.12796,239405.62608,804.88360,20.00000,772.53749,41358.44856,203.36777,0.26325,41358.44856,334.53998,7.00000,833.48592,88045.30233,296.72429,0.35600,88045.30233,488.11145,52.00000,2088.36983,89193.33561,298.65253,0.14301,89193.33561,491.28342,,,,,,,,,,,,,,,0.20204,0.21798,0.54616,,,0.07646,0.11912,0.05737,,
12540,"Bakersfield, CA",20-24, 242 ,11727.74824,462813.06340,680.30366,0.05801,462813.06340,1119.09951,58.00000,2880.33691,169005.36875,411.10263,0.14273,169005.36875,676.26382,13.00000,1341.63672,159092.13801,398.86356,0.29730,159092.13801,656.13055,165.00000,7211.43457,353331.94849,594.41732,0.08243,353331.94849,977.81649,,,,,,,,,,,,,,,0.24560,0.11440,0.61490,,,0.05269,0.05487,0.05923,,
12580,"Baltimore-Columbia-Towson, MD",16-19, 114 ,5319.98931,406294.00521,637.41196,0.11981,406294.00521,1048.54267,33.00000,1437.72119,93803.96561,306.27433,0.21303,93803.96561,503.82127,66.00000,3156.98881,196772.56135,443.59053,0.14051,196772.56135,729.70643,9.00000,452.79855,30788.64797,175.46694,0.38752,30788.64797,288.64312,,,,,,,,,,,,,,,0.27025,0.59342,0.08511,,,0.07830,0.07165,0.05160,,
12580,"Baltimore-Columbia-Towson, MD",20-24, 300 ,13639.66923,875976.34114,935.93608,0.06862,875976.34114,1539.61485,88.00000,3586.85735,284351.15261,533.24587,0.14867,284351.15261,877.18945,191.00000,8670.96322,425615.01146,652.39176,0.07524,425615.01146,1073.18445,11.00000,746.08549,51529.68746,227.00151,0.30426,51529.68746,373.41749,7.00000,434.21552,27211.49496,164.95907,0.37990,27211.49496,271.35767,,,,,,,,0.26297,0.63572,0.05470,0.03183,,0.05705,0.03227,0.02667,0.01957,
12940,"Baton Rouge, LA",16-19, 46 ,2355.26251,239188.01418,489.06852,0.20765,239188.01418,804.51771,11.00000,684.77406,91876.45709,303.11129,0.44264,91876.45709,498.61808,32.00000,1549.70207,107407.56446,327.73093,0.21148,107407.56446,539.11738,,,,,,,,,,,,,,,,,,,,,,0.29074,0.65797,,,,0.18696,0.04337,,,
12940,"Baton Rouge, LA",20-24, 120 ,7921.59152,633532.50358,795.94755,0.10048,633532.50358,1309.33372,34.00000,2140.61261,201209.96744,448.56434,0.20955,201209.96744,737.88834,82.00000,5643.25087,399682.36434,632.20437,0.11203,399682.36434,1039.97619,,,,,,,,,,,,,,,,,,,,,,0.27023,0.71239,,,,0.08174,0.05806,,,
13820,"Birmingham-Hoover, AL",16-19, 70 ,3566.56421,249330.20286,499.32975,0.14000,249330.20286,821.39744,34.00000,1349.80963,51926.17697,227.87316,0.16882,51926.17697,374.85135,35.00000,2019.85584,214100.63489,462.71010,0.22908,214100.63489,761.15811,,,,,,,,,,,,,,,,,,,,,,0.37846,0.56633,,,,0.05873,0.16892,,,
13820,"Birmingham-Hoover, AL",20-24, 193 ,9534.61881,611104.54156,781.73176,0.08199,611104.54156,1285.94874,89.00000,3484.71592,224121.10313,473.41430,0.13585,224121.10313,778.76653,89.00000,5191.51496,309177.36516,556.03720,0.10710,309177.36516,914.68119,7.00000,549.55094,51249.58642,226.38372,0.41194,51249.58642,372.40121,,,,,,,,6.00000,225.88736,9942.14667,99.71031,0.44142,9942.14667,164.02347,0.36548,0.54449,0.05764,,0.02369,0.06513,0.06173,0.03828,,0.01690
14260,"Boise City, ID",16-19, 30 ,2000.93808,214498.50368,463.13983,0.23146,214498.50368,761.86502,22.00000,1357.10110,153321.79436,391.56327,0.28853,153321.79436,644.12158,,,,,,,,6.00000,513.22500,45407.30114,213.08989,0.41520,45407.30114,350.53287,,,,,,,,,,,,,,,0.67823,,0.25649,,,0.19219,,0.14544,,
14260,"Boise City, ID",20-24, 73 ,4075.91217,388921.53462,623.63574,0.15301,388921.53462,1025.88079,48.00000,2087.97928,144939.61437,380.70936,0.18233,144939.61437,626.26689,,,,,,,,20.00000,1654.65906,197466.62024,444.37216,0.26856,197466.62024,730.99221,,,,,,,,,,,,,,,0.51227,,0.40596,,,0.08357,,0.14739,,
14460,"Boston-Cambridge-Newton, MA-NH",16-19, 115 ,4121.76943,238707.38897,488.57690,0.11854,238707.38897,803.70900,34.00000,1274.34931,56421.88238,237.53291,0.18640,56421.88238,390.74163,22.00000,840.60463,40349.27318,200.87129,0.23896,40349.27318,330.43326,38.00000,1330.29022,77442.68271,278.28525,0.20919,77442.68271,457.77924,9.00000,267.86542,10089.07524,100.44439,0.37498,10089.07524,165.23102,12.00000,408.65985,22584.51356,150.28145,0.36774,22584.51356,247.21298,0.30918,0.20394,0.32275,0.06499,0.09915,0.07316,0.06961,0.09151,0.03803,0.05678
14460,"Boston-Cambridge-Newton, MA-NH",20-24, 319 ,13561.08195,1108629.41690,1052.91472,0.07764,1108629.41690,1732.04472,114.00000,4715.39884,419910.65784,648.00514,0.13742,419910.65784,1065.96845,54.00000,2304.58775,132231.95964,363.63713,0.15779,132231.95964,598.18307,118.00000,5359.66785,368267.13634,606.85018,0.11323,368267.13634,998.26854,16.00000,505.81807,20319.84531,142.54769,0.28182,20319.84531,234.49096,17.00000,675.60944,35401.59426,188.15311,0.27849,35401.59426,309.51187,0.34772,0.16994,0.39522,0.03730,0.04982,0.06486,0.03840,0.05358,0.01662,0.02192
14860,"Bridgeport-Stamford-Norwalk, CT",16-19, 31 ,1609.18625,127925.89475,357.66730,0.22227,127925.89475,588.36270,,,,,,,,11.00000,582.96846,33806.95580,183.86668,0.31540,33806.95580,302.46069,15.00000,664.89335,48104.57588,219.32755,0.32987,48104.57588,360.79383,,,,,,,,,,,,,,,,0.36228,0.41319,,,,0.13335,0.16567,,
14860,"Bridgeport-Stamford-Norwalk, CT",20-24, 63 ,2606.03011,115540.11936,339.91193,0.13043,115540.11936,559.15512,11.00000,368.70032,22679.79116,150.59811,0.40846,22679.79116,247.73389,23.00000,1297.55165,81166.49123,284.89733,0.21957,81166.49123,468.65612,29.00000,939.77814,34741.08894,186.38962,0.19833,34741.08894,306.61092,,,,,,,,,,,,,,,0.14148,0.49790,0.36062,,,0.09008,0.14466,0.08863,,
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19, 70 ,2610.03397,138851.38824,372.62768,0.14277,138851.38824,612.97253,29.00000,1183.71971,60459.39615,245.88492,0.20772,60459.39615,404.48070,24.00000,916.79589,41974.12648,204.87588,0.22347,41974.12648,337.02082,7.00000,302.10673,23133.82785,152.09809,0.50346,23133.82785,250.20135,,,,,,,,8.00000,165.77834,3601.75076,60.01459,0.36202,3601.75076,98.72400,0.45353,0.35126,0.11575,,0.06352,0.11257,0.09934,0.09193,,0.03476
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24, 143 ,6085.04172,336458.40638,580.05035,0.09532,336458.40638,954.18282,74.00000,3026.02301,171924.88144,414.63825,0.13702,171924.88144,682.07993,40.00000,2025.21182,115045.74722,339.18394,0.16748,115045.74722,557.95759,14.00000,520.26916,23210.68205,152.35052,0.29283,23210.68205,250.61661,,,,,,,,12.00000,421.72016,21612.47968,147.01184,0.34860,21612.47968,241.83447,0.49729,0.33282,0.08550,,0.06930,0.08052,0.07539,0.03894,,0.03823
15980,"Cape Coral-Fort Myers, FL",16-19, 34 ,1502.26518,108650.30101,329.62145,0.21942,108650.30101,542.22729,11.00000,470.09796,31083.87382,176.30619,0.37504,31083.87382,290.02369,6.00000,282.47206,19079.02622,138.12685,0.48899,19079.02622,227.21867,16.00000,611.69516,31429.17812,177.28276,0.28982,31429.17812,291.63015,,,,,,,,,,,,,,,0.31293,0.18803,0.40718,,,0.15657,0.13517,0.12683,,
15980,"Cape Coral-Fort Myers, FL",20-24, 97 ,4077.16697,209767.85364,458.00421,0.11233,209767.85364,753.41692,42.00000,1715.72932,89292.19008,298.81799,0.17416,89292.19008,491.55559,26.00000,1026.02638,56468.13205,237.63024,0.23160,56468.13205,390.90175,29.00000,1335.41126,98969.60304,314.59435,0.23558,98969.60304,517.50770,,,,,,,,,,,,,,,0.42081,0.25165,0.32753,,,0.09213,0.08384,0.11157,,
16700,"Charleston-North Charleston, SC",16-19, 28 ,1281.63202,87398.04960,295.63161,0.23067,87398.04960,486.31400,12.00000,385.65106,14819.74489,121.73637,0.31566,14819.74489,200.25634,12.00000,749.91239,58538.18072,241.94665,0.32263,58538.18072,398.00224,,,,,,,,,,,,,,,,,,,,,,0.30091,0.58512,,,,0.10667,0.21712,,,
16700,"Charleston-North Charleston, SC",20-24, 129 ,5560.60643,421825.15744,649.48068,0.11680,421825.15744,1068.39572,52.00000,1654.20642,117288.43309,342.47399,0.20703,117288.43309,563.36971,61.00000,3083.58531,259833.57393,509.73873,0.16531,259833.57393,838.52021,10.00000,621.96921,55010.71780,234.54364,0.37710,55010.71780,385.82428,,,,,,,,6.00000,200.84548,8926.64542,94.48093,0.47042,8926.64542,155.42112,0.29749,0.55454,0.11185,,0.03612,0.08365,0.10671,0.06597,,0.02708
16740,"Charlotte-Concord-Gastonia, NC-SC",16-19, 136 ,4482.82129,211512.37349,459.90474,0.10259,211512.37349,756.54330,63.00000,1979.83686,63260.60322,251.51661,0.12704,63260.60322,413.74482,51.00000,1855.11818,99957.27987,316.16021,0.17043,99957.27987,520.08355,15.00000,505.00071,31258.69167,176.80128,0.35010,31258.69167,290.83810,,,,,,,,5.00000,102.39856,3526.59057,59.38510,0.57994,3526.59057,97.68850,0.44165,0.41383,0.11265,,0.02284,0.05443,0.09264,0.06203,,0.02145
16740,"Charlotte-Concord-Gastonia, NC-SC",20-24, 402 ,17903.85732,1224769.59620,1106.69309,0.06181,1224769.59620,1820.51013,186.00000,7537.75004,381253.62620,617.45739,0.08192,381253.62620,1015.71740,142.00000,6769.31158,380389.06633,616.75689,0.09111,380389.06633,1014.56509,54.00000,2768.38060,149305.63593,386.40087,0.13958,149305.63593,635.62944,8.00000,207.73071,8611.31801,92.79719,0.44672,8611.31801,152.65137,12.00000,620.68439,87109.33622,295.14291,0.47551,87109.33622,485.51008,0.42101,0.37809,0.15462,0.01160,0.03467,0.03723,0.04163,0.03183,0.00844,0.02689
16860,"Chattanooga, TN-GA",16-19, 55 ,1820.24681,67018.18224,258.87870,0.14222,67018.18224,425.85546,35.00000,1046.97853,45992.60867,214.45887,0.20484,45992.60867,352.78485,16.00000,600.07028,23270.80242,152.54771,0.25422,23270.80242,250.94098,,,,,,,,,,,,,,,,,,,,,,0.57518,0.32966,,,,0.13948,0.11427,,,
16860,"Chattanooga, TN-GA",20-24, 98 ,4020.15248,241769.66886,491.70079,0.12231,241769.66886,808.84780,71.00000,2563.02039,145050.59361,380.85508,0.14860,145050.59361,626.50661,19.00000,1011.53317,69489.84138,263.60926,0.26060,69489.84138,433.63723,7.00000,424.80187,18132.14941,134.65567,0.31698,18132.14941,221.50858,,,,,,,,,,,,,,,0.63754,0.25162,0.10567,,,0.08850,0.09525,0.05083,,
16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19, 461 ,21938.55627,1891921.36040,1375.47132,0.06270,1891921.36040,2262.65033,104.00000,4900.00761,306668.84228,553.77689,0.11302,306668.84228,910.96298,162.00000,7903.54273,493957.71221,702.82125,0.08892,493957.71221,1156.14096,179.00000,8460.35152,626412.41495,791.46220,0.09355,626412.41495,1301.95532,7.00000,331.16577,28158.63187,167.80534,0.50671,28158.63187,276.03978,9.00000,343.48865,16806.52045,129.63996,0.37742,16806.52045,213.25774,0.22335,0.36026,0.38564,0.01510,0.01566,0.03455,0.03737,0.04405,0.01249,0.00959
16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24," 1,173 ",60496.31424,3521246.20900,1876.49839,0.03102,3521246.20900,3086.83985,222.00000,9963.90067,518669.96984,720.18745,0.07228,518669.96984,1184.70836,560.00000,29571.82943,1706589.57880,1306.36503,0.04418,1706589.57880,2148.97047,348.00000,18736.49991,1411577.96340,1188.09847,0.06341,1411577.96340,1954.42198,20.00000,1050.41695,58921.84931,242.73823,0.23109,58921.84931,399.30439,23.00000,1173.66728,64816.97764,254.59179,0.21692,64816.97764,418.80349,0.16470,0.48882,0.30971,0.01736,0.01940,0.01769,0.02529,0.02818,0.00654,0.00685
17140,"Cincinnati, OH-KY-IN",16-19, 114 ,4591.43771,269319.28909,518.95981,0.11303,269319.28909,853.68889,67.00000,2141.37697,129349.31015,359.65165,0.16795,129349.31015,591.62697,40.00000,2084.00564,125206.65506,353.84552,0.16979,125206.65506,582.07589,,,,,,,,,,,,,,,,,,,,,,0.46638,0.45389,,,,0.09531,0.09460,,,
17140,"Cincinnati, OH-KY-IN",20-24, 267 ,11522.52286,587893.98419,766.74245,0.06654,587893.98419,1261.29133,179.00000,6870.71947,331521.12358,575.77871,0.08380,331521.12358,947.15598,64.00000,3363.41532,216747.05824,465.56101,0.13842,216747.05824,765.84787,11.00000,585.03193,44299.23617,210.47384,0.35976,44299.23617,346.22946,,,,,,,,10.00000,489.60892,34785.28216,186.50813,0.38093,34785.28216,306.80587,0.59629,0.29190,0.05077,,0.04249,0.04997,0.05828,0.02953,,0.02622
17460,"Cleveland-Elyria, OH",16-19, 137 ,5724.73859,218614.03754,467.56180,0.08167,218614.03754,769.13916,48.00000,1801.03028,81275.13460,285.08794,0.15829,81275.13460,468.96966,65.00000,2817.57434,141869.08275,376.65512,0.13368,141869.08275,619.59768,20.00000,867.58843,39289.65211,198.21618,0.22847,39289.65211,326.06561,,,,,,,,,,,,,,,0.31460,0.49218,0.15155,,,0.07017,0.08568,0.05319,,
17460,"Cleveland-Elyria, OH",20-24, 310 ,13717.96803,732979.33153,856.14212,0.06241,732979.33153,1408.35379,107.00000,4095.96178,251689.01759,501.68617,0.12248,251689.01759,825.27376,162.00000,7692.53719,559565.34287,748.04100,0.09724,559565.34287,1230.52745,25.00000,1050.86426,59138.76045,243.18462,0.23141,59138.76045,400.03870,,,,,,,,14.00000,783.11667,52558.85146,229.25717,0.29275,52558.85146,377.12805,0.29858,0.56076,0.07660,,0.05709,0.05176,0.06879,0.02808,,0.02686
17820,"Colorado Springs, CO",16-19, 35 ,1424.59156,46922.25611,216.61546,0.15205,46922.25611,356.33243,22.00000,860.60048,41939.03384,204.79022,0.23796,41939.03384,336.87991,5.00000,299.78811,16802.17821,129.62322,0.43238,16802.17821,213.23019,,,,,,,,,,,,,,,,,,,,,,0.60410,0.21044,,,,0.18190,0.14012,,,
17820,"Colorado Springs, CO",20-24, 82 ,4444.72927,396373.97660,629.58238,0.14165,396373.97660,1035.66302,54.00000,2718.80297,241390.72689,491.31530,0.18071,241390.72689,808.21367,,,,,,,,17.00000,949.44682,64744.26135,254.44894,0.26800,64744.26135,418.56850,,,,,,,,7.00000,304.14226,17203.73985,131.16303,0.43126,17203.73985,215.76318,0.61169,,0.21361,,0.06843,0.11291,,0.07994,,0.04585
17900,"Columbia, SC",16-19, 48 ,2460.10007,219335.14206,468.33230,0.19037,219335.14206,770.40663,16.00000,482.97967,20357.61803,142.68012,0.29542,20357.61803,234.70881,27.00000,1642.57816,108644.63802,329.61286,0.20067,108644.63802,542.21316,,,,,,,,,,,,,,,,,,,,,,0.19633,0.66769,,,,0.07295,0.06969,,,
17900,"Columbia, SC",20-24, 125 ,5544.60761,579135.69652,761.00966,0.13725,579135.69652,1251.86088,51.00000,1775.19821,144590.70062,380.25084,0.21420,144590.70062,625.51263,60.00000,3069.23989,320447.03647,566.08042,0.18444,320447.03647,931.20228,11.00000,588.14278,56259.82984,237.19155,0.40329,56259.82984,390.18009,,,,,,,,,,,,,,,0.32017,0.55355,0.10607,,,0.08661,0.11219,0.06617,,
18140,"Columbus, OH",16-19, 94 ,3067.81783,152986.33600,391.13468,0.12750,152986.33600,643.41654,55.00000,1657.70955,69779.14013,264.15742,0.15935,69779.14013,434.53895,26.00000,941.79676,61418.94580,247.82846,0.26314,61418.94580,407.67782,,,,,,,,5.00000,124.67087,4213.48138,64.91133,0.52066,4213.48138,106.77915,8.00000,343.64065,25195.06643,158.72954,0.46191,25195.06643,261.11009,0.54035,0.30699,,0.04064,0.11201,0.08497,0.11625,,0.03375,0.08181
