Assigned_CBSA,Assigned_CBSATitle,age_recode, sample_tot ,dy_total,var_tot,se_tot,cv_tot,se2_tot,moe_tot,sample_w,dy_white,var_w,se_w,cv_w,se2_w,moe_w,sample_b,dy_black,var_b,se_b,cv_b,se2_b,moe_b,sample_l,dy_latino,var_l,se_l,cv_l,se2_l,moe_l,sample_a,dy_asian,var_a,se_a,cv_a,se2_a,moe_a,sample_o,dy_other,var_o,se_o,cv_o,se2_o,moe_o,S_White,S_Black,S_Latino,S_Asian,S_Other,MOE_Swhite,MOE_Sblack,MOE_Slatino,MOE_Sasian,MOE_Sother
40380,"Rochester, NY",20-24, 170 ,6916.87794,316596.06248,562.66870,0.08135,316596.06248,925.59001,81.00000,2799.00131,126754.39877,356.02584,0.12720,126754.39877,585.66251,50.00000,2507.26526,106908.94866,326.96934,0.13041,106908.94866,537.86456,30.00000,1190.86660,52357.18238,228.81692,0.19214,52357.18238,376.40383,,,,,,,,8.00000,318.45921,15234.96214,123.42999,0.38758,15234.96214,203.04233,0.40466,0.36249,0.17217,,0.04604,0.06509,0.06078,0.04930,,0.02870
40900,"Sacramento--Roseville--Arden-Arcade, CA",16-19, 129 ,4855.79133,237961.54104,487.81302,0.10046,237961.54104,802.45242,40.00000,1516.73615,57164.31868,239.09061,0.15763,57164.31868,393.30405,14.00000,535.99541,23577.60016,153.54999,0.28648,23577.60016,252.58974,57.00000,2241.38425,96355.72114,310.41218,0.13849,96355.72114,510.62804,14.00000,374.07163,16046.10950,126.67324,0.33863,16046.10950,208.37748,,,,,,,,0.31236,0.11038,0.46159,0.07704,,0.06242,0.04871,0.07238,0.04098,
40900,"Sacramento--Roseville--Arden-Arcade, CA",20-24, 347 ,17332.29775,1060827.99820,1029.96505,0.05942,1060827.99820,1694.29250,129.00000,6395.77952,461256.07953,679.15836,0.10619,461256.07953,1117.21550,49.00000,2550.53370,123632.70659,351.61443,0.13786,123632.70659,578.40574,103.00000,5495.46839,262993.43139,512.82885,0.09332,262993.43139,843.60346,44.00000,1777.20553,115138.30589,339.32036,0.19093,115138.30589,558.18199,22.00000,1113.31061,54611.03026,233.69003,0.20991,54611.03026,384.42010,0.36901,0.14715,0.31707,0.10254,0.06423,0.05342,0.03011,0.03753,0.03061,0.02127
41180,"St. Louis, MO-IL",16-19, 139 ,5772.69479,349251.25301,590.97483,0.10237,349251.25301,972.15360,81.00000,2594.18771,133013.61187,364.71031,0.14059,133013.61187,599.94846,52.00000,2808.46624,179983.45368,424.24457,0.15106,179983.45368,697.88231,,,,,,,,,,,,,,,,,,,,,,0.44939,0.48651,,,,0.07123,0.08890,,,
41180,"St. Louis, MO-IL",20-24, 392 ,19465.23344,1566526.63130,1251.60962,0.06430,1566526.63130,2058.89782,194.00000,7832.30905,552769.05600,743.48440,0.09493,552769.05600,1223.03184,175.00000,10128.48660,861536.20828,928.18975,0.09164,861536.20828,1526.87214,14.00000,989.70450,87129.82156,295.17761,0.29825,87129.82156,485.56717,,,,,,,,7.00000,335.19059,25540.34772,159.81348,0.47678,25540.34772,262.89317,0.40237,0.52034,0.05084,,0.01722,0.04622,0.05589,0.02436,,0.01338
41620,"Salt Lake City, UT",16-19, 52 ,2240.30460,119134.16851,345.15818,0.15407,119134.16851,567.78520,26.00000,1050.30770,64395.13703,253.76197,0.24161,64395.13703,417.43844,,,,,,,,14.00000,636.42228,41393.31775,203.45348,0.31968,41393.31775,334.68097,5.00000,228.24834,8906.50742,94.37429,0.41347,8906.50742,155.24571,5.00000,281.62688,17438.70852,132.05570,0.46890,17438.70852,217.23163,0.46882,,0.28408,0.10188,0.12571,0.14353,,0.13090,0.06431,0.09158
41620,"Salt Lake City, UT",20-24, 122 ,7043.07796,545950.53431,738.88466,0.10491,545950.53431,1215.46526,69.00000,4109.12146,280359.35484,529.48971,0.12886,280359.35484,871.01058,,,,,,,,28.00000,1818.19735,188176.51947,433.79318,0.23858,188176.51947,713.58977,9.00000,459.03018,47431.60726,217.78799,0.47445,47431.60726,358.26124,15.00000,527.77767,23022.65204,151.73217,0.28749,23022.65204,249.59942,0.58343,,0.25815,0.06517,0.07494,0.07181,,0.09100,0.04961,0.03300
41700,"San Antonio-New Braunfels, TX",16-19, 170 ,6753.48976,421041.95457,648.87746,0.09608,421041.95457,1067.40342,19.00000,712.56859,33521.42762,183.08858,0.25694,33521.42762,301.18071,13.00000,584.60600,44036.76052,209.84938,0.35896,44036.76052,345.20222,135.00000,5350.19647,335548.93506,579.26586,0.10827,335548.93506,952.89234,,,,,,,,,,,,,,,0.10551,0.08656,0.79221,,,0.04136,0.04925,0.06504,,
41700,"San Antonio-New Braunfels, TX",20-24, 422 ,17920.35301,1192288.81530,1091.91978,0.06093,1192288.81530,1796.20805,67.00000,2929.65867,191198.18410,437.26215,0.14925,191198.18410,719.29623,19.00000,928.05130,53445.14483,231.18206,0.24910,53445.14483,380.29449,328.00000,13772.60708,874895.18562,935.35832,0.06791,874895.18562,1538.66444,,,,,,,,6.00000,222.37609,9189.51804,95.86197,0.43108,9189.51804,157.69295,0.16348,0.05179,0.76855,,0.01241,0.03664,0.02058,0.03792,,0.00871
41740,"San Diego-Carlsbad, CA",16-19, 161 ,6675.64676,341283.92599,584.19511,0.08751,341283.92599,961.00096,39.00000,1640.96284,109039.79722,330.21175,0.20123,109039.79722,543.19832,13.00000,531.45369,30011.24367,173.23754,0.32597,30011.24367,284.97575,93.00000,3913.39892,186822.50645,432.22969,0.11045,186822.50645,711.01784,8.00000,265.38652,9375.11257,96.82516,0.36485,9375.11257,159.27740,8.00000,324.44479,21365.13907,146.16819,0.45052,21365.13907,240.44667,0.24581,0.07961,0.58622,0.03975,0.04860,0.07327,0.04112,0.06498,0.02316,0.03533
41740,"San Diego-Carlsbad, CA",20-24, 406 ,19274.07124,1110729.94950,1053.91174,0.05468,1110729.94950,1733.68481,108.00000,4659.82003,318087.71296,563.99265,0.12103,318087.71296,927.76791,25.00000,1504.99526,120415.45496,347.00930,0.23057,120415.45496,570.83030,231.00000,11894.48663,842275.56414,917.75572,0.07716,842275.56414,1509.70816,17.00000,636.00650,34605.75340,186.02622,0.29249,34605.75340,306.01313,25.00000,578.76282,22116.50123,148.71618,0.25696,22116.50123,244.63811,0.24177,0.07808,0.61712,0.03300,0.03003,0.04294,0.02877,0.05526,0.01560,0.01240
41860,"San Francisco-Oakland-Hayward, CA",16-19, 138 ,5271.93724,259308.27925,509.22321,0.09659,259308.27925,837.67218,22.00000,790.24740,31394.33602,177.18447,0.22421,31394.33602,291.46845,24.00000,1131.75167,57895.27377,240.61437,0.21260,57895.27377,395.81063,62.00000,2523.72198,142214.38494,377.11323,0.14943,142214.38494,620.35126,20.00000,571.97033,19386.40565,139.23507,0.24343,19386.40565,229.04170,10.00000,254.24587,9196.37959,95.89776,0.37719,9196.37959,157.75181,0.14990,0.21467,0.47871,0.10849,0.04823,0.04989,0.06688,0.08978,0.03988,0.02893
41860,"San Francisco-Oakland-Hayward, CA",20-24, 386 ,18257.38867,1068825.70210,1033.84027,0.05663,1068825.70210,1700.66724,71.00000,3222.51598,167128.74594,408.81383,0.12686,167128.74594,672.49875,89.00000,4613.27961,322590.43513,567.97045,0.12312,322590.43513,934.31139,151.00000,7275.25586,405831.89667,637.04937,0.08756,405831.89667,1047.94621,47.00000,1831.64605,92713.70772,304.48926,0.16624,92713.70772,500.88483,28.00000,1314.69117,65699.15139,256.31846,0.19496,65699.15139,421.64386,0.17650,0.25268,0.39848,0.10032,0.07201,0.03296,0.04544,0.04378,0.02579,0.02210
41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19, 51 ,1903.07559,83762.63484,289.41775,0.15208,83762.63484,476.09220,5.00000,262.55532,14545.21914,120.60356,0.45935,14545.21914,198.39286,,,,,,,,31.00000,1279.90520,57643.81888,240.09127,0.18759,57643.81888,394.95014,12.00000,244.61506,7384.43452,85.93273,0.35130,7384.43452,141.35934,,,,,,,,0.13796,,0.67255,0.12854,,0.09837,,0.12150,0.06696,
41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24, 105 ,4027.70339,212655.66721,461.14604,0.11449,212655.66721,758.58523,15.00000,522.43461,33992.94420,184.37176,0.35291,33992.94420,303.29154,5.00000,317.41080,26851.46728,163.86417,0.51625,26851.46728,269.55657,60.00000,2487.54166,106822.91646,326.83775,0.13139,106822.91646,537.64810,16.00000,499.41497,19851.26893,140.89453,0.28212,19851.26893,231.77150,9.00000,200.90136,8425.69935,91.79161,0.45690,8425.69935,150.99720,0.12971,0.07881,0.61761,0.12399,0.04988,0.07123,0.06526,0.06548,0.05259,0.03629
42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19, 28 ,892.27170,55357.46685,235.28168,0.26369,55357.46685,387.03836,24.00000,759.53756,47178.81801,217.20686,0.28597,47178.81801,357.30528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85124,,,,,0.15498,,,,
42540,"Scranton--Wilkes-Barre--Hazleton, PA",20-24, 81 ,3374.26766,197768.76079,444.71200,0.13180,197768.76079,731.55124,64.00000,2322.99045,134668.60675,366.97222,0.15797,134668.60675,603.66929,,,,,,,,13.00000,875.39252,52797.32880,229.77669,0.26248,52797.32880,377.98266,,,,,,,,,,,,,,,0.68844,,0.25943,,,0.09864,,0.09687,,
42660,"Seattle-Tacoma-Bellevue, WA",16-19, 139 ,5826.25099,346323.78896,588.49281,0.10101,346323.78896,968.07067,67.00000,2421.15137,133165.67415,364.91872,0.15072,133165.67415,600.29130,15.00000,944.15662,113778.83827,337.31119,0.35726,113778.83827,554.87691,18.00000,846.50296,42939.22770,207.21783,0.24479,42939.22770,340.87332,15.00000,906.52916,55308.99305,235.17864,0.25943,55308.99305,386.86886,24.00000,707.91089,51344.77300,226.59385,0.32009,51344.77300,372.74688,0.41556,0.16205,0.14529,0.15559,0.12150,0.07647,0.09135,0.05329,0.06116,0.06071
42660,"Seattle-Tacoma-Bellevue, WA",20-24, 343 ,15957.82071,1457826.30060,1207.40478,0.07566,1457826.30060,1986.18086,185.00000,7905.92715,592637.98543,769.82984,0.09737,592637.98543,1266.37009,28.00000,1526.64640,125394.77220,354.11124,0.23195,125394.77220,582.51299,50.00000,2745.77843,214900.77307,463.57391,0.16883,214900.77307,762.57909,28.00000,1487.13554,123291.45748,351.12883,0.23611,123291.45748,577.60693,52.00000,2292.33319,154835.48981,393.49141,0.17166,154835.48981,647.29337,0.49543,0.09567,0.17206,0.09319,0.14365,0.04995,0.03451,0.04272,0.03429,0.03641
44060,"Spokane-Spokane Valley, WA",16-19, 42 ,1329.67192,102709.83365,320.48375,0.24102,102709.83365,527.19577,29.00000,894.79243,47190.70016,217.23421,0.24278,47190.70016,357.35027,,,,,,,,5.00000,164.70872,7447.87054,86.30105,0.52396,7447.87054,141.96522,,,,,,,,8.00000,270.17077,27736.82409,166.54376,0.61644,27736.82409,273.96449,0.67294,,0.12387,,0.20319,0.03222,,0.09480,,0.18964
44060,"Spokane-Spokane Valley, WA",20-24, 116 ,4056.34169,193068.49453,439.39560,0.10832,193068.49453,722.80576,81.00000,2923.84320,112257.22138,335.04809,0.11459,112257.22138,551.15411,,,,,,,,9.00000,376.18253,24337.38251,156.00443,0.41470,24337.38251,256.62729,,,,,,,,20.00000,396.56183,11606.71851,107.73448,0.27167,11606.71851,177.22322,0.72081,,0.09274,,0.09776,0.04432,,0.06107,,0.04007
44140,"Springfield, MA",16-19, 55 ,2373.44930,151441.05345,389.15428,0.16396,151441.05345,640.15879,15.00000,496.60062,30688.18765,175.18044,0.35276,30688.18765,288.17183,10.00000,435.90784,25757.36454,160.49101,0.36818,25757.36454,264.00771,28.00000,1346.17882,85642.64061,292.64764,0.21739,85642.64061,481.40537,,,,,,,,,,,,,,,0.20923,0.18366,0.56718,,,0.10750,0.09959,0.13318,,
44140,"Springfield, MA",20-24, 104 ,5352.61053,345475.32793,587.77149,0.10981,345475.32793,966.88411,31.00000,1223.72506,84701.95483,291.03600,0.23783,84701.95483,478.75422,11.00000,779.09252,55945.54173,236.52810,0.30359,55945.54173,389.08872,58.00000,3204.50142,210561.27343,458.86956,0.14320,210561.27343,754.84043,,,,,,,,,,,,,,,0.22862,0.14555,0.59868,,,0.07934,0.06777,0.09051,,
44700,"Stockton-Lodi, CA",16-19, 82 ,2928.85608,152081.15195,389.97584,0.13315,152081.15195,641.51025,17.00000,689.76150,36507.52040,191.06941,0.27701,36507.52040,314.30918,5.00000,214.33606,9617.40435,98.06837,0.45754,9617.40435,161.32246,45.00000,1604.56427,67035.96760,258.91305,0.16136,67035.96760,425.91197,11.00000,290.50514,11162.89356,105.65460,0.36369,11162.89356,173.80181,,,,,,,,0.23551,0.07318,0.54785,0.09919,,0.09410,0.05270,0.08215,0.05522,
44700,"Stockton-Lodi, CA",20-24, 176 ,7036.27272,450796.02137,671.41345,0.09542,450796.02137,1104.47513,39.00000,1739.19857,76385.89607,276.37998,0.15891,76385.89607,454.64508,25.00000,893.09833,48982.27426,221.31939,0.24781,48982.27426,364.07040,80.00000,3177.28103,173710.35691,416.78574,0.13118,173710.35691,685.61255,21.00000,833.38218,71560.43472,267.50782,0.32099,71560.43472,440.05037,11.00000,393.31261,15686.05428,125.24398,0.31843,15686.05428,206.02635,0.24718,0.12693,0.45156,0.11844,0.05590,0.05167,0.04775,0.06686,0.05971,0.02794
45060,"Syracuse, NY",16-19, 46 ,1210.84885,64354.70457,253.68229,0.20951,64354.70457,417.30737,30.00000,849.15020,41696.71004,204.19772,0.24047,41696.71004,335.90525,8.00000,149.85017,4079.90274,63.87412,0.42625,4079.90274,105.07292,,,,,,,,,,,,,,,,,,,,,,0.70129,0.12376,,,,0.13617,0.07557,,,
45060,"Syracuse, NY",20-24, 137 ,4573.81795,215815.04427,464.55898,0.10157,215815.04427,764.19952,87.00000,3226.97020,171830.97006,414.52499,0.12846,171830.97006,681.89361,26.00000,593.47010,20781.24795,144.15703,0.24291,20781.24795,237.13831,6.00000,170.06275,6882.09345,82.95838,0.48781,6882.09345,136.46654,10.00000,188.48262,5187.68016,72.02555,0.38213,5187.68016,118.48203,8.00000,394.83228,35992.35323,189.71651,0.48050,35992.35323,312.08365,0.70553,0.12975,0.03718,0.04121,0.08632,0.09127,0.04710,0.02918,0.02497,0.06669
45300,"Tampa-St. Petersburg-Clearwater, FL",16-19, 207 ,8390.55686,459634.22376,677.96329,0.08080,459634.22376,1115.24961,85.00000,2912.75434,125019.77153,353.58135,0.12139,125019.77153,581.64132,54.00000,2396.94129,138436.52134,372.07059,0.15523,138436.52134,612.05611,56.00000,2699.32459,201439.50173,448.82012,0.16627,201439.50173,738.30910,,,,,,,,12.00000,381.53664,12492.08974,111.76802,0.29294,12492.08974,183.85839,0.34715,0.28567,0.32171,,0.04547,0.05173,0.06228,0.07690,,0.02106
45300,"Tampa-St. Petersburg-Clearwater, FL",20-24, 498 ,20019.38766,1506934.47010,1227.57259,0.06132,1506934.47010,2019.35691,245.00000,8908.81369,484340.00140,695.94540,0.07812,484340.00140,1144.83018,120.00000,5571.97477,418336.41051,646.78931,0.11608,418336.41051,1063.96841,116.00000,4888.36746,326857.35473,571.71440,0.11695,326857.35473,940.47019,,,,,,,,13.00000,473.59319,24912.42685,157.83671,0.33327,24912.42685,259.64139,0.44501,0.27833,0.24418,,0.02366,0.03543,0.04513,0.04000,,0.01275
45780,"Toledo, OH",16-19, 32 ,1205.60318,77372.24302,278.15867,0.23072,77372.24302,457.57100,12.00000,308.88363,11564.58898,107.53878,0.34815,11564.58898,176.90129,11.00000,499.77006,39270.76157,198.16852,0.39652,39270.76157,325.98721,7.00000,335.33750,13118.01842,114.53392,0.34155,13118.01842,188.40830,,,,,,,,,,,,,,,0.25621,0.41454,0.27815,,,0.10989,0.21991,0.11523,,
45780,"Toledo, OH",20-24, 135 ,6381.47543,393386.60064,627.20539,0.09829,393386.60064,1031.75287,72.00000,3030.73019,153038.82071,391.20176,0.12908,153038.82071,643.52690,39.00000,2061.24558,115076.09182,339.22867,0.16457,115076.09182,558.03117,18.00000,912.37366,81541.05582,285.55395,0.31298,81541.05582,469.73624,,,,,,,,5.00000,300.39543,26949.53693,164.16314,0.54649,26949.53693,270.04837,0.47493,0.32300,0.14297,,0.04707,0.06537,0.07014,0.06989,,0.04163
46060,"Tucson, AZ",16-19, 78 ,3397.77229,216707.06984,465.51807,0.13701,216707.06984,765.77722,12.00000,503.67618,28088.38107,167.59589,0.33275,28088.38107,275.69523,5.00000,164.40540,6734.23758,82.06240,0.49915,6734.23758,134.99265,48.00000,2341.38437,160020.49816,400.02562,0.17085,160020.49816,658.04215,,,,,,,,11.00000,324.63968,12522.78277,111.90524,0.34471,12522.78277,184.08412,0.14824,0.04839,0.68909,,0.09554,0.07394,0.03820,0.11571,,0.04971
46060,"Tucson, AZ",20-24, 203 ,9874.62577,702947.06864,838.41939,0.08491,702947.06864,1379.19989,52.00000,2803.42131,177623.64380,421.45420,0.15034,177623.64380,693.29216,7.00000,287.00421,15176.47041,123.19282,0.42924,15176.47041,202.65219,100.00000,5151.82619,345012.02079,587.37724,0.11401,345012.02079,966.23556,,,,,,,,40.00000,1373.86517,65534.57089,255.99721,0.18633,65534.57089,421.11541,0.28390,0.02906,0.52172,,0.13913,0.05794,0.02012,0.06530,,0.03796
46140,"Tulsa, OK",16-19, 72 ,2235.54833,101153.36190,318.04616,0.14227,101153.36190,523.18594,21.00000,651.68135,27345.86300,165.36585,0.25375,27345.86300,272.02682,15.00000,485.96996,16854.17592,129.82363,0.26714,16854.17592,213.55988,23.00000,622.04204,21559.02858,146.82993,0.23605,21559.02858,241.53524,,,,,,,,13.00000,475.85498,27469.35028,165.73880,0.34830,27469.35028,272.64033,0.29151,0.21738,0.27825,,0.21286,0.10076,0.08086,0.08621,,0.11132
46140,"Tulsa, OK",20-24, 164 ,6590.78461,399237.78180,631.85266,0.09587,399237.78180,1039.39762,74.00000,3258.92754,148536.24791,385.40401,0.11826,148536.24791,633.98959,31.00000,1385.10643,96973.25319,311.40529,0.22482,96973.25319,512.26170,19.00000,598.62050,22585.63681,150.28518,0.25105,22585.63681,247.21913,,,,,,,,37.00000,1264.61951,68945.96506,262.57564,0.20763,68945.96506,431.93692,0.49447,0.21016,0.09083,,0.19188,0.05632,0.07030,0.03467,,0.05813
46520,"Urban Honolulu, HI",16-19, 47 ,1428.14589,79879.75580,282.63007,0.19790,79879.75580,464.92646,,,,,,,,,,,,,,,10.00000,270.47553,15732.04535,125.42745,0.46373,15732.04535,206.32816,26.00000,921.23493,44512.66477,210.98025,0.22902,44512.66477,347.06251,8.00000,163.01352,4641.98687,68.13213,0.41795,4641.98687,112.07735,,,0.18939,0.64506,0.11414,,,0.13066,0.12231,0.06912
46520,"Urban Honolulu, HI",20-24, 127 ,5439.17474,226069.09098,475.46723,0.08742,226069.09098,782.14360,24.00000,1241.95180,88213.10121,297.00690,0.23915,88213.10121,488.57636,,,,,,,,18.00000,838.90136,63116.39966,251.22977,0.29947,63116.39966,413.27298,54.00000,1962.00903,102554.52618,320.24136,0.16322,102554.52618,526.79703,27.00000,1120.43559,69586.89074,263.79327,0.23544,69586.89074,433.93993,0.22833,,0.15423,0.36072,0.20599,0.08361,,0.07267,0.08179,0.07408
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19, 88 ,3977.61517,262685.96974,512.52899,0.12885,262685.96974,843.11020,28.00000,1004.71288,57814.48743,240.44643,0.23932,57814.48743,395.53438,43.00000,2291.28819,169568.37765,411.78681,0.17972,169568.37765,677.38930,7.00000,242.47228,14291.15226,119.54561,0.49303,14291.15226,196.65252,,,,,,,,7.00000,354.53071,21227.63684,145.69707,0.41096,21227.63684,239.67168,0.25259,0.57605,0.06096,,0.08913,0.08380,0.11872,0.04772,,0.05722
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24, 234 ,10623.97788,600477.14383,774.90460,0.07294,600477.14383,1274.71807,79.00000,2884.19095,133077.47694,364.79786,0.12648,133077.47694,600.09248,121.00000,6028.40147,405347.66211,636.66919,0.10561,405347.66211,1047.32082,18.00000,1128.82433,91612.46010,302.67550,0.26813,91612.46010,497.90120,7.00000,249.22033,11691.11482,108.12546,0.43385,11691.11482,177.86638,9.00000,333.34080,25337.94347,159.17897,0.47753,25337.94347,261.84940,0.27148,0.56743,0.10625,0.02346,0.03138,0.04615,0.07129,0.04510,0.01650,0.02436
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19, 178 ,8451.66913,567967.58458,753.63624,0.08917,567967.58458,1239.73162,42.00000,1641.66630,84922.76558,291.41511,0.17751,84922.76558,479.37785,89.00000,4576.56778,301939.01690,549.48978,0.12007,301939.01690,903.91069,33.00000,1767.00006,107368.49294,327.67132,0.18544,107368.49294,539.01932,12.00000,402.43499,15167.08469,123.15472,0.30602,15167.08469,202.58951,,,,,,,,0.19424,0.54150,0.20907,0.04762,,0.04904,0.07162,0.05592,0.02293,
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24, 468 ,20892.32395,1752765.51790,1323.92051,0.06337,1752765.51790,2177.84924,89.00000,3397.79952,182631.02364,427.35351,0.12577,182631.02364,702.99653,280.00000,12201.64377,896993.45056,947.09738,0.07762,896993.45056,1557.97519,78.00000,4398.21351,360769.97272,600.64130,0.13656,360769.97272,988.05494,9.00000,395.84854,22277.99729,149.25816,0.37706,22277.99729,245.52967,12.00000,498.81862,29585.27140,172.00370,0.34482,29585.27140,282.94608,0.16263,0.58403,0.21052,0.01895,0.02388,0.02907,0.04306,0.04189,0.01158,0.01331
48620,"Wichita, KS",16-19, 22 ,1286.54648,95381.86582,308.83955,0.24005,95381.86582,508.04105,9.00000,360.37733,18020.42356,134.24017,0.37250,18020.42356,220.82508,,,,,,,,7.00000,508.38613,39830.40266,199.57556,0.39257,39830.40266,328.30179,,,,,,,,,,,,,,,0.28011,,0.39516,,,0.13125,,0.20191,,
48620,"Wichita, KS",20-24, 63 ,3358.37886,272743.11358,522.24813,0.15551,272743.11358,859.09818,39.00000,1983.19390,172687.90058,415.55734,0.20954,172687.90058,683.59182,9.00000,599.44313,44190.05163,210.21430,0.35068,44190.05163,345.80252,10.00000,586.42336,45417.80789,213.11454,0.36341,45417.80789,350.57342,,,,,,,,,,,,,,,0.59052,0.17849,0.17462,,,0.13643,0.09229,0.09435,,
49180,"Winston-Salem, NC",16-19, 41 ,2297.11627,189924.31387,435.80307,0.18972,189924.31387,716.89605,24.00000,1254.89015,62277.11230,249.55383,0.19887,62277.11230,410.51604,10.00000,518.33624,37271.33824,193.05786,0.37246,37271.33824,317.58018,7.00000,523.88988,52576.75267,229.29621,0.43768,52576.75267,377.19227,,,,,,,,,,,,,,,0.54629,0.22565,0.22806,,,0.05358,0.11897,0.14797,,
49180,"Winston-Salem, NC",20-24, 132 ,6495.71288,405361.16715,636.67980,0.09802,405361.16715,1047.33827,65.00000,2987.02793,151177.13931,388.81505,0.13017,151177.13931,639.60075,49.00000,2583.94276,161670.80833,402.08309,0.15561,161670.80833,661.42668,12.00000,740.91914,41885.37668,204.65917,0.27622,41885.37668,336.66434,,,,,,,,5.00000,146.48972,3981.95419,63.10273,0.43077,3981.95419,103.80399,0.45985,0.39779,0.11406,,0.02255,0.06479,0.07909,0.04846,,0.01556
49340,"Worcester, MA-CT",16-19, 29 ,1221.89844,57388.97042,239.55995,0.19606,57388.97042,394.07612,18.00000,821.52889,46225.01422,215.00003,0.26171,46225.01422,353.67505,,,,,,,,10.00000,374.60622,19115.39534,138.25844,0.36908,19115.39534,227.43513,,,,,,,,,,,,,,,0.67234,,0.30658,,,0.19173,,0.15770,,
49340,"Worcester, MA-CT",20-24, 79 ,4276.69849,244019.93070,493.98374,0.11551,244019.93070,812.60324,45.00000,2323.07510,136849.23458,369.93139,0.15924,136849.23458,608.53714,5.00000,299.65778,18137.70941,134.67631,0.44943,18137.70941,221.54254,25.00000,1304.70853,70089.18861,264.74363,0.20291,70089.18861,435.50327,,,,,,,,,,,,,,,0.54319,0.07007,0.30507,,,0.09795,0.05006,0.08372,,
49660,"Youngstown-Warren-Boardman, OH-PA",16-19, 31 ,951.69801,43944.46987,209.62936,0.22027,43944.46987,344.84030,20.00000,607.14981,28299.86685,168.22564,0.27707,28299.86685,276.73118,5.00000,157.04409,6382.17434,79.88851,0.50870,6382.17434,131.41660,,,,,,,,,,,,,,,,,,,,,,0.63796,0.16501,,,,0.17639,0.12447,,,
49660,"Youngstown-Warren-Boardman, OH-PA",20-24, 116 ,4543.08717,214135.31479,462.74757,0.10186,214135.31479,761.21975,78.00000,2925.83742,148239.89955,385.01935,0.13159,148239.89955,633.35683,22.00000,995.78234,35587.98088,188.64777,0.18945,35587.98088,310.32558,9.00000,408.65067,16888.45101,129.95557,0.31801,16888.45101,213.77692,,,,,,,,6.00000,139.91300,4872.08943,69.80035,0.49888,4872.08943,114.82158,0.64402,0.21919,0.08995,,0.03080,0.08827,0.05759,0.04458,,0.02474
