Assigned_CBSA,Assigned_CBSATitle,age_recode,fb_recode,fb_label,sample_n,DY,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ShareDY,MOE_ShareDY
40140,"Riverside-San Bernardino-Ontario, CA",16-19,1,FB,56.00000,2116.98319,102121.30785,319.56425,0.15095,102121.30785,525.68319,662.00000,23510.57687,1274301.75130,1128.84975,0.04801,1274301.75130,1856.95783,0.09004,0.02120
40140,"Riverside-San Bernardino-Ontario, CA",20-24,0,NB,831.00000,38743.56421,1890792.85370,1375.06104,0.03549,1890792.85370,2261.97540,7251.00000,311970.98149,5608211.33060,2368.16624,0.00759,5608211.33060,3895.63346,0.12419,0.00708
40140,"Riverside-San Bernardino-Ontario, CA",20-24,1,FB,130.00000,5114.42334,273089.22232,522.57939,0.10218,273089.22232,859.64310,947.00000,38276.69480,2784669.28150,1668.73284,0.04360,2784669.28150,2745.06552,0.13362,0.02031
40380,"Rochester, NY",16-19,0,NB,68.00000,2083.09021,73484.20899,271.07971,0.13013,73484.20899,445.92612,2225.00000,61330.78290,726414.20930,852.29937,0.01390,726414.20930,1402.03246,0.03396,0.00723
40380,"Rochester, NY",16-19,1,FB,,,,,,,,122.00000,3471.74226,163409.89851,404.23990,0.11644,163409.89851,664.97464,,
40380,"Rochester, NY",20-24,0,NB,161.00000,6371.11163,239898.93253,489.79479,0.07688,239898.93253,805.71242,2373.00000,77796.12194,983452.74776,991.69186,0.01275,983452.74776,1631.33311,0.08189,0.01021
40380,"Rochester, NY",20-24,1,FB,9.00000,545.76631,43382.46834,208.28458,0.38164,43382.46834,342.62814,189.00000,5988.66030,416415.44260,645.30260,0.10775,416415.44260,1061.52277,0.09113,0.05488
40900,"Sacramento--Roseville--Arden-Arcade, CA",16-19,0,NB,110.00000,4198.37036,192671.81346,438.94398,0.10455,192671.81346,722.06284,3313.00000,110994.86253,2189482.08030,1479.68986,0.01333,2189482.08030,2434.08982,0.03782,0.00645
40900,"Sacramento--Roseville--Arden-Arcade, CA",16-19,1,FB,19.00000,657.42097,34681.90599,186.23079,0.28327,34681.90599,306.34964,359.00000,12165.29311,724768.26705,851.33323,0.06998,724768.26705,1400.44316,0.05404,0.02440
40900,"Sacramento--Roseville--Arden-Arcade, CA",20-24,0,NB,299.00000,15193.75626,1019171.45490,1009.54022,0.06644,1019171.45490,1660.69366,3454.00000,143203.65848,3226720.48140,1796.30746,0.01254,3226720.48140,2954.92577,0.10610,0.01139
40900,"Sacramento--Roseville--Arden-Arcade, CA",20-24,1,FB,48.00000,2138.54148,129536.80543,359.91222,0.16830,129536.80543,592.05560,568.00000,23856.92816,1491974.43590,1221.46405,0.05120,1491974.43590,2009.30837,0.08964,0.02364
41180,"St. Louis, MO-IL",16-19,0,NB,137.00000,5634.17320,336735.12851,580.28883,0.10299,336735.12851,954.57513,3912.00000,139970.40363,2386904.84160,1544.96111,0.01104,2386904.84160,2541.46103,0.04025,0.00678
41180,"St. Louis, MO-IL",16-19,1,FB,,,,,,,,137.00000,4940.73879,339408.74209,582.58797,0.11792,339408.74209,958.35721,,
41180,"St. Louis, MO-IL",20-24,0,NB,377.00000,18484.83631,1514318.57110,1230.57652,0.06657,1514318.57110,2024.29838,4163.00000,179009.69537,1997768.78640,1413.42449,0.00790,1997768.78640,2325.08328,0.10326,0.01123
41180,"St. Louis, MO-IL",20-24,1,FB,15.00000,980.39713,84276.25420,290.30373,0.29611,84276.25420,477.54963,219.00000,9380.38594,521385.19929,722.07008,0.07698,521385.19929,1187.80528,0.10452,0.04916
41620,"Salt Lake City, UT",16-19,0,NB,40.00000,1687.93015,101358.04027,318.36778,0.18861,101358.04027,523.71499,1674.00000,59211.44159,1151013.96830,1072.85319,0.01812,1151013.96830,1764.84350,0.02851,0.00880
41620,"Salt Lake City, UT",16-19,1,FB,12.00000,552.37445,49349.38850,222.14722,0.40217,49349.38850,365.43218,147.00000,6461.08772,442741.11583,665.38794,0.10298,442741.11583,1094.56317,0.08549,0.05467
41620,"Salt Lake City, UT",20-24,0,NB,102.00000,5783.66094,521660.05097,722.26038,0.12488,521660.05097,1188.11832,1756.00000,76952.14678,1580602.34360,1257.22009,0.01634,1580602.34360,2068.12704,0.07516,0.01531
41620,"Salt Lake City, UT",20-24,1,FB,20.00000,1259.41702,113729.57689,337.23816,0.26777,113729.57689,554.75677,215.00000,10143.49575,890326.23429,943.57100,0.09302,890326.23429,1552.17430,0.12416,0.05128
41700,"San Antonio-New Braunfels, TX",16-19,0,NB,160.00000,6453.97076,428635.59032,654.70267,0.10144,428635.59032,1076.98590,3373.00000,122520.60344,2549848.83830,1596.82461,0.01303,2549848.83830,2626.77649,0.05268,0.00872
41700,"San Antonio-New Braunfels, TX",16-19,1,FB,10.00000,299.51900,9136.17776,95.58336,0.31912,9136.17776,157.23462,212.00000,8108.96294,501210.76789,707.96241,0.08731,501210.76789,1164.59816,0.03694,0.01865
41700,"San Antonio-New Braunfels, TX",20-24,0,NB,373.00000,15783.69437,980605.89498,990.25547,0.06274,980605.89498,1628.97025,3604.00000,151792.75908,2946712.03410,1716.59897,0.01131,2946712.03410,2823.80531,0.10398,0.01056
41700,"San Antonio-New Braunfels, TX",20-24,1,FB,49.00000,2136.65864,161426.70752,401.77943,0.18804,161426.70752,660.92716,422.00000,16953.12566,1085516.92430,1041.88143,0.06146,1085516.92430,1713.89496,0.12603,0.03684
41740,"San Diego-Carlsbad, CA",16-19,0,NB,127.00000,5200.13836,301087.91152,548.71478,0.10552,301087.91152,902.63582,4456.00000,159137.29545,4168370.29440,2041.65871,0.01283,4168370.29440,3358.52858,0.03268,0.00563
41740,"San Diego-Carlsbad, CA",16-19,1,FB,34.00000,1475.50841,83706.87301,289.32140,0.19608,83706.87301,475.93370,534.00000,20100.65679,1272736.13320,1128.15608,0.05613,1272736.13320,1855.81675,0.07341,0.02269
41740,"San Diego-Carlsbad, CA",20-24,0,NB,321.00000,14812.87934,838385.71764,915.63405,0.06181,838385.71764,1506.21802,5699.00000,229938.25860,5398220.08690,2323.40700,0.01010,5398220.08690,3822.00451,0.06442,0.00646
41740,"San Diego-Carlsbad, CA",20-24,1,FB,85.00000,4461.19190,329888.21613,574.35896,0.12875,329888.21613,944.82049,918.00000,41803.65179,3287366.69090,1813.10967,0.04337,3287366.69090,2982.56541,0.10672,0.02128
41860,"San Francisco-Oakland-Hayward, CA",16-19,0,NB,109.00000,4507.68074,223511.59405,472.77013,0.10488,223511.59405,777.70686,5209.00000,171126.33966,3576304.17770,1891.11189,0.01105,3576304.17770,3110.87906,0.02634,0.00452
41860,"San Francisco-Oakland-Hayward, CA",16-19,1,FB,29.00000,764.25651,25140.01219,158.55602,0.20746,25140.01219,260.82466,911.00000,30625.01609,1115427.58340,1056.13805,0.03449,1115427.58340,1737.34709,0.02496,0.00840
41860,"San Francisco-Oakland-Hayward, CA",20-24,0,NB,277.00000,13144.68824,755389.40457,869.13141,0.06612,755389.40457,1429.72117,5854.00000,224340.22935,5467282.20320,2338.22202,0.01042,5467282.20320,3846.37522,0.05859,0.00629
41860,"San Francisco-Oakland-Hayward, CA",20-24,1,FB,109.00000,5112.70044,240829.47937,490.74380,0.09599,240829.47937,807.27355,1502.00000,61734.38712,3935102.05190,1983.70917,0.03213,3935102.05190,3263.20158,0.08282,0.01232
41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19,0,NB,40.00000,1601.55255,70449.58203,265.42340,0.16573,70449.58203,436.62150,2445.00000,74633.08695,1927459.68790,1388.32982,0.01860,1927459.68790,2283.80255,0.02146,0.00581
41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19,1,FB,11.00000,301.52303,10951.32053,104.64856,0.34707,10951.32053,172.14688,435.00000,14293.37122,851208.49531,922.60961,0.06455,851208.49531,1517.69281,0.02110,0.01183
41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24,0,NB,74.00000,2747.30639,182033.31527,426.65362,0.15530,182033.31527,701.84521,2508.00000,91495.32784,2379857.67250,1542.67873,0.01686,2379857.67250,2537.70652,0.03003,0.00763
41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24,1,FB,31.00000,1280.39700,60923.01550,246.82588,0.19277,60923.01550,406.02857,684.00000,26974.74313,1883233.19370,1372.30944,0.05087,1883233.19370,2257.44903,0.04747,0.01452
42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,0,NB,25.00000,757.29411,47699.96397,218.40321,0.28840,47699.96397,359.27329,932.00000,24791.89059,577630.64605,760.02016,0.03066,577630.64605,1250.23317,0.03055,0.01441
42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,1,FB,,,,,,,,39.00000,1511.25844,70862.35512,266.19984,0.17614,70862.35512,437.89874,,
42540,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,0,NB,74.00000,2931.38377,188408.11897,434.06004,0.14807,188408.11897,714.02877,930.00000,31610.62754,482431.39035,694.57281,0.02197,482431.39035,1142.57227,0.09273,0.02234
42540,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,1,FB,7.00000,442.88389,41847.58607,204.56683,0.46190,41847.58607,336.51243,61.00000,2723.41754,115963.39492,340.53398,0.12504,115963.39492,560.17841,0.16262,0.11895
42660,"Seattle-Tacoma-Bellevue, WA",16-19,0,NB,117.00000,4651.81004,300243.70888,547.94499,0.11779,300243.70888,901.36950,4514.00000,151363.86538,3210539.77680,1791.79792,0.01184,3210539.77680,2947.50757,0.03073,0.00592
42660,"Seattle-Tacoma-Bellevue, WA",16-19,1,FB,22.00000,1174.44095,100452.20641,316.94196,0.26987,100452.20641,521.36953,518.00000,19945.82225,1196449.53700,1093.82336,0.05484,1196449.53700,1799.33942,0.05888,0.02559
42660,"Seattle-Tacoma-Bellevue, WA",20-24,0,NB,277.00000,12499.35411,1116156.00680,1056.48285,0.08452,1116156.00680,1737.91428,4945.00000,202808.99869,4168508.37620,2041.69253,0.01007,4168508.37620,3358.58421,0.06163,0.00851
42660,"Seattle-Tacoma-Bellevue, WA",20-24,1,FB,66.00000,3458.46660,227287.44438,476.74673,0.13785,227287.44438,784.24837,810.00000,38647.83717,2526337.08060,1589.44553,0.04113,2526337.08060,2614.63789,0.08949,0.01937
44060,"Spokane-Spokane Valley, WA",16-19,0,NB,41.00000,1310.81089,102971.15254,320.89118,0.24480,102971.15254,527.86600,1028.00000,29221.22016,537645.46720,733.24312,0.02509,537645.46720,1206.18493,0.04486,0.01797
44060,"Spokane-Spokane Valley, WA",16-19,1,FB,,,,,,,,42.00000,981.22181,37643.61626,194.01963,0.19773,37643.61626,319.16229,,
44060,"Spokane-Spokane Valley, WA",20-24,0,NB,112.00000,3966.30930,191775.96734,437.92233,0.11041,191775.96734,720.38223,1119.00000,40999.07231,709092.79297,842.07648,0.02054,709092.79297,1385.21580,0.09674,0.01726
44060,"Spokane-Spokane Valley, WA",20-24,1,FB,,,,,,,,74.00000,2526.00451,200196.24048,447.43295,0.17713,200196.24048,736.02719,,
44140,"Springfield, MA",16-19,0,NB,50.00000,2230.14101,133003.90552,364.69701,0.16353,133003.90552,599.92657,1147.00000,32226.05706,725217.56039,851.59706,0.02643,725217.56039,1400.87717,0.06920,0.01837
44140,"Springfield, MA",16-19,1,FB,5.00000,143.30830,7930.86222,89.05539,0.62143,7930.86222,146.49611,88.00000,2376.94620,122272.72165,349.67517,0.14711,122272.72165,575.21565,0.06029,0.05988
44140,"Springfield, MA",20-24,0,NB,95.00000,4960.23862,339437.25799,582.61244,0.11746,339437.25799,958.39747,1112.00000,40686.61373,809538.66556,899.74367,0.02211,809538.66556,1480.07833,0.12191,0.02313
44140,"Springfield, MA",20-24,1,FB,9.00000,392.37191,18605.97847,136.40373,0.34764,18605.97847,224.38414,98.00000,3661.16842,194586.41743,441.11950,0.12049,194586.41743,725.64159,0.10717,0.05749
44700,"Stockton-Lodi, CA",16-19,0,NB,67.00000,2510.13714,146703.44771,383.01886,0.15259,146703.44771,630.06603,1149.00000,38445.09911,839934.26563,916.47928,0.02384,839934.26563,1507.60841,0.06529,0.01619
44700,"Stockton-Lodi, CA",16-19,1,FB,15.00000,418.71894,17743.87963,133.20615,0.31813,17743.87963,219.12412,138.00000,5061.66649,271527.74541,521.08324,0.10295,271527.74541,857.18193,0.08272,0.04096
44700,"Stockton-Lodi, CA",20-24,0,NB,146.00000,5740.39511,341314.49745,584.22127,0.10177,341314.49745,961.04400,1132.00000,44653.31174,653544.58420,808.42104,0.01810,653544.58420,1329.85262,0.12855,0.02118
44700,"Stockton-Lodi, CA",20-24,1,FB,30.00000,1295.87760,71518.88606,267.43015,0.20637,71518.88606,439.92260,200.00000,8730.48252,441368.34956,664.35559,0.07610,441368.34956,1092.86495,0.14843,0.04684
45060,"Syracuse, NY",16-19,0,NB,42.00000,1122.30455,61449.71690,247.89053,0.22088,61449.71690,407.77993,1743.00000,42249.29568,654247.56871,808.85572,0.01914,654247.56871,1330.56765,0.02656,0.00962
45060,"Syracuse, NY",16-19,1,FB,,,,,,,,94.00000,2291.56132,91772.50435,302.93977,0.13220,91772.50435,498.33592,,
45060,"Syracuse, NY",20-24,0,NB,125.00000,4276.12578,229968.72010,479.55054,0.11215,229968.72010,788.86064,1806.00000,50552.97926,418393.86708,646.83372,0.01280,418393.86708,1064.04148,0.08459,0.01550
45060,"Syracuse, NY",20-24,1,FB,12.00000,297.69217,11761.30935,108.44957,0.36430,11761.30935,178.39954,134.00000,3414.59979,176510.18945,420.13116,0.12304,176510.18945,691.11575,0.08718,0.04918
45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,0,NB,190.00000,7720.22755,423696.88463,650.92003,0.08431,423696.88463,1070.76345,4069.00000,125147.23070,2095808.77200,1447.69084,0.01157,2095808.77200,2381.45143,0.06169,0.00848
45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,1,FB,17.00000,670.32931,45502.31001,213.31270,0.31822,45502.31001,350.89940,282.00000,9725.62711,481559.31482,693.94475,0.07135,481559.31482,1141.53911,0.06892,0.03516
45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,0,NB,447.00000,17803.58979,1289571.93550,1135.59321,0.06378,1289571.93550,1868.05083,4405.00000,157442.08155,1906837.55540,1380.88289,0.00877,1906837.55540,2271.55235,0.11308,0.01175
45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,1,FB,51.00000,2215.79787,170809.65591,413.29125,0.18652,170809.65591,679.86410,506.00000,18392.50896,906988.18802,952.35927,0.05178,906988.18802,1566.63101,0.12047,0.03551
45780,"Toledo, OH",16-19,0,NB,31.00000,1185.24317,76250.57410,276.13506,0.23298,76250.57410,454.24218,1116.00000,36812.76364,830284.79815,911.19965,0.02475,830284.79815,1498.92342,0.03220,0.01227
45780,"Toledo, OH",16-19,1,FB,,,,,,,,18.00000,617.39414,43732.28342,209.12265,0.33872,43732.28342,344.00676,,
45780,"Toledo, OH",20-24,0,NB,132.00000,6338.18804,397492.71270,630.47023,0.09947,397492.71270,1037.12353,1277.00000,52257.91043,687296.33090,829.03337,0.01586,687296.33090,1363.75990,0.12129,0.01959
45780,"Toledo, OH",20-24,1,FB,,,,,,,,49.00000,2121.37933,158908.03941,398.63271,0.18791,158908.03941,655.75081,,
46060,"Tucson, AZ",16-19,0,NB,70.00000,3071.33252,160053.07520,400.06634,0.13026,160053.07520,658.10913,1616.00000,50611.24745,1306795.83130,1143.15171,0.02259,1306795.83130,1880.48456,0.06068,0.01281
46060,"Tucson, AZ",16-19,1,FB,8.00000,326.43977,20591.55277,143.49757,0.43958,20591.55277,236.05350,96.00000,3535.64898,213185.03152,461.71965,0.13059,213185.03152,759.52882,0.09233,0.06375
46060,"Tucson, AZ",20-24,0,NB,181.00000,8464.28844,494150.97102,702.95873,0.08305,494150.97102,1156.36710,1796.00000,76519.46991,1195901.83760,1093.57297,0.01429,1195901.83760,1798.92753,0.11062,0.01489
46060,"Tucson, AZ",20-24,1,FB,22.00000,1410.33733,123446.51288,351.34956,0.24912,123446.51288,577.97003,208.00000,9860.76287,540510.03669,735.19388,0.07456,540510.03669,1209.39393,0.14303,0.05593
46140,"Tulsa, OK",16-19,0,NB,59.00000,1886.28650,90247.82706,300.41276,0.15926,90247.82706,494.17899,1099.00000,37569.98265,774828.31088,880.24332,0.02343,774828.31088,1448.00027,0.05021,0.01301
46140,"Tulsa, OK",16-19,1,FB,13.00000,349.26183,9674.82067,98.36067,0.28162,9674.82067,161.80330,89.00000,2511.91345,78427.03219,280.04827,0.11149,78427.03219,460.67940,0.13904,0.05915
46140,"Tulsa, OK",20-24,0,NB,149.00000,6144.42803,374386.64951,611.87143,0.09958,374386.64951,1006.52851,1242.00000,50326.41276,575981.36886,758.93436,0.01508,575981.36886,1248.44703,0.12209,0.01977
46140,"Tulsa, OK",20-24,1,FB,15.00000,446.35658,15075.64163,122.78290,0.27508,15075.64163,201.97788,143.00000,4677.91225,188431.11546,434.08653,0.09279,188431.11546,714.07234,0.09542,0.04065
46520,"Urban Honolulu, HI",16-19,0,NB,35.00000,1010.06397,56373.20623,237.43042,0.23506,56373.20623,390.57305,1376.00000,41196.25571,1079941.00700,1039.20210,0.02523,1079941.00700,1709.48746,0.02452,0.00943
46520,"Urban Honolulu, HI",16-19,1,FB,12.00000,418.08193,14363.02688,119.84585,0.28666,14363.02688,197.14642,148.00000,4777.90142,311285.35174,557.92952,0.11677,311285.35174,917.79406,0.08750,0.03768
46520,"Urban Honolulu, HI",20-24,0,NB,100.00000,4409.33339,247701.48248,497.69617,0.11287,247701.48248,818.71021,2153.00000,72492.93704,1184853.22910,1088.50964,0.01502,1184853.22910,1790.59835,0.06082,0.01119
46520,"Urban Honolulu, HI",20-24,1,FB,27.00000,1029.84135,47201.02002,217.25796,0.21096,47201.02002,357.38934,269.00000,8326.49401,409278.70963,639.74894,0.07683,409278.70963,1052.38701,0.12368,0.03997
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,0,NB,82.00000,3801.82137,242312.91562,492.25290,0.12948,242312.91562,809.75602,2802.00000,90242.87298,2277834.17440,1509.24954,0.01672,2277834.17440,2482.71549,0.04213,0.00890
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,1,FB,6.00000,175.79381,10862.56508,104.22363,0.59287,10862.56508,171.44787,79.00000,2972.83443,133269.42222,365.06085,0.12280,133269.42222,600.52509,0.05913,0.05642
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,0,NB,221.00000,10050.74427,537032.29849,732.82488,0.07291,537032.29849,1205.49692,3749.00000,139965.20160,2176541.48500,1475.31064,0.01054,2176541.48500,2426.88600,0.07181,0.00852
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,1,FB,13.00000,573.23361,31104.74508,176.36537,0.30767,31104.74508,290.12104,181.00000,6513.31236,439755.40567,663.14056,0.10181,439755.40567,1090.86623,0.08801,0.04203
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19,0,NB,149.00000,7134.48140,463184.00884,680.57623,0.09539,463184.00884,1119.54790,7776.00000,254788.83740,7131548.02100,2670.49584,0.01048,7131548.02100,4392.96565,0.02800,0.00437
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19,1,FB,29.00000,1317.18773,60250.71579,245.46021,0.18635,60250.71579,403.78205,1062.00000,41794.86261,2563005.39900,1600.93891,0.03830,2563005.39900,2633.54451,0.03152,0.00945
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24,0,NB,379.00000,15714.96935,1087310.00640,1042.74158,0.06635,1087310.00640,1715.30990,8749.00000,308435.39869,8331273.47890,2886.39455,0.00936,8331273.47890,4748.11903,0.05095,0.00551
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24,1,FB,89.00000,5177.35460,443007.16967,665.58784,0.12856,443007.16967,1094.89199,1646.00000,72346.38023,4449037.10550,2109.27407,0.02916,4449037.10550,3469.75585,0.07156,0.01474
48620,"Wichita, KS",16-19,0,NB,19.00000,1185.42651,92913.94249,304.81788,0.25714,92913.94249,501.42542,771.00000,30068.44583,636623.10766,797.88665,0.02654,636623.10766,1312.52354,0.03942,0.01659
48620,"Wichita, KS",16-19,1,FB,,,,,,,,47.00000,2268.73202,150966.60917,388.54422,0.17126,150966.60917,639.15524,,
48620,"Wichita, KS",20-24,0,NB,56.00000,2918.76737,247285.92774,497.27852,0.17037,247285.92774,818.02317,759.00000,36500.87289,674538.75738,821.30308,0.02250,674538.75738,1351.04357,0.07996,0.02221
48620,"Wichita, KS",20-24,1,FB,7.00000,439.61149,32675.06406,180.76245,0.41119,32675.06406,297.35423,61.00000,3002.30654,242787.84963,492.73507,0.16412,242787.84963,810.54919,0.14642,0.09081
49180,"Winston-Salem, NC",16-19,0,NB,37.00000,2152.15978,180559.19004,424.92257,0.19744,180559.19004,698.99763,929.00000,32202.59218,512066.02913,715.58789,0.02222,512066.02913,1177.14208,0.06683,0.02157
49180,"Winston-Salem, NC",16-19,1,FB,,,,,,,,51.00000,1916.55520,93235.34635,305.34464,0.15932,93235.34635,502.29193,,
49180,"Winston-Salem, NC",20-24,0,NB,123.00000,5942.62246,387051.47834,622.13461,0.10469,387051.47834,1023.41144,1020.00000,38821.92210,675408.53974,821.83243,0.02117,675408.53974,1351.91434,0.15307,0.02582
49180,"Winston-Salem, NC",20-24,1,FB,9.00000,553.09043,43750.84567,209.16703,0.37818,43750.84567,344.07976,66.00000,2612.20536,167076.66618,408.75013,0.15648,167076.66618,672.39396,0.21173,0.11992
49340,"Worcester, MA-CT",16-19,0,NB,26.00000,1172.15042,56329.91127,237.33923,0.20248,56329.91127,390.42304,1670.00000,50050.81566,765302.52824,874.81571,0.01748,765302.52824,1439.07184,0.02342,0.00777
49340,"Worcester, MA-CT",16-19,1,FB,,,,,,,,136.00000,4136.55903,192375.91619,438.60679,0.10603,192375.91619,721.50817,,
49340,"Worcester, MA-CT",20-24,0,NB,74.00000,4050.97170,238179.08759,488.03595,0.12047,238179.08759,802.81914,1618.00000,57995.89296,788946.24251,888.22646,0.01532,788946.24251,1461.13253,0.06985,0.01373
49340,"Worcester, MA-CT",20-24,1,FB,5.00000,225.72678,14897.64933,122.05593,0.54072,14897.64933,200.78200,148.00000,5983.46529,299446.63207,547.21717,0.09145,299446.63207,900.17225,0.03773,0.03307
49660,"Youngstown-Warren-Boardman, OH-PA",16-19,0,NB,31.00000,951.69801,43944.46987,209.62936,0.22027,43944.46987,344.84030,935.00000,27795.88196,588033.75938,766.83359,0.02759,588033.75938,1261.44126,0.03424,0.01231
49660,"Youngstown-Warren-Boardman, OH-PA",16-19,1,FB,,,,,,,,11.00000,278.36769,5613.21669,74.92140,0.26915,5613.21669,123.24571,,
49660,"Youngstown-Warren-Boardman, OH-PA",20-24,0,NB,115.00000,4524.53848,215658.24627,464.39019,0.10264,215658.24627,763.92186,1018.00000,34181.07641,333392.79148,577.40176,0.01689,333392.79148,949.82589,0.13237,0.02204
49660,"Youngstown-Warren-Boardman, OH-PA",20-24,1,FB,,,,,,,,22.00000,584.99769,22888.99636,151.29110,0.25862,22888.99636,248.87386,,
