Assigned_CBSA,Assigned_CBSATitle,age_recode,sex,sex_label, sample_n ,DY,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ShareDY,MOE_ShareDY
40140,"Riverside-San Bernardino-Ontario, CA",16-19,2,Female, 201 ,8394.04425,379107.35001,615.71694,0.07335,379107.35001,1012.85437,3477.00000,134982.56748,2163646.49890,1470.93389,0.01090,2163646.49890,2419.68624,0.06219,0.00742
40140,"Riverside-San Bernardino-Ontario, CA",20-24,1,Male, 401 ,18596.14053,918526.52395,958.39789,0.05154,918526.52395,1576.56454,4234.00000,180109.15155,1684895.72920,1298.03533,0.00721,1684895.72920,2135.26813,0.10325,0.00867
40140,"Riverside-San Bernardino-Ontario, CA",20-24,2,Female, 560 ,25261.84701,1366992.32620,1169.18447,0.04628,1366992.32620,1923.30845,3964.00000,170138.52473,1273580.56130,1128.53027,0.00663,1273580.56130,1856.43229,0.14848,0.01119
40380,"Rochester, NY",16-19,1,Male, 39 ,1225.47013,46769.61519,216.26284,0.17647,46769.61519,355.75237,1200.00000,33093.68230,445650.01071,667.57023,0.02017,445650.01071,1098.15303,0.03703,0.01068
40380,"Rochester, NY",16-19,2,Female, 32 ,954.87218,36269.90769,190.44660,0.19945,36269.90769,313.28466,1147.00000,31708.84286,521505.27100,722.15322,0.02277,521505.27100,1187.94204,0.03011,0.00982
40380,"Rochester, NY",20-24,1,Male, 78 ,3257.18525,200744.17414,448.04483,0.13756,200744.17414,737.03375,1345.00000,43060.65671,398168.94515,631.00630,0.01465,398168.94515,1038.00536,0.07564,0.01702
40380,"Rochester, NY",20-24,2,Female, 92 ,3659.69269,190803.91189,436.81107,0.11936,190803.91189,718.55421,1217.00000,40724.12554,553320.94485,743.85546,0.01827,553320.94485,1223.64223,0.08987,0.01744
40900,"Sacramento--Roseville--Arden-Arcade, CA",16-19,1,Male, 60 ,2222.74215,112869.83450,335.96106,0.15115,112869.83450,552.65595,1865.00000,63909.37355,1260006.74170,1122.50022,0.01756,1260006.74170,1846.51286,0.03478,0.00859
40900,"Sacramento--Roseville--Arden-Arcade, CA",16-19,2,Female, 69 ,2633.04918,103512.21790,321.73315,0.12219,103512.21790,529.25103,1807.00000,59250.78209,1485970.50360,1219.00390,0.02057,1485970.50360,2005.26141,0.04444,0.00880
40900,"Sacramento--Roseville--Arden-Arcade, CA",20-24,1,Male, 149 ,8336.82171,484076.60911,695.75614,0.08346,484076.60911,1144.51885,2057.00000,84669.20389,848338.12035,921.05272,0.01088,848338.12035,1515.13173,0.09846,0.01340
40900,"Sacramento--Roseville--Arden-Arcade, CA",20-24,2,Female, 198 ,8995.47604,568352.86221,753.89181,0.08381,568352.86221,1240.15203,1965.00000,82391.38275,900792.07596,949.10067,0.01152,900792.07596,1561.27060,0.10918,0.01491
41180,"St. Louis, MO-IL",16-19,1,Male, 72 ,3115.72067,189102.13721,434.85876,0.13957,189102.13721,715.34265,2040.00000,73317.00854,1608818.57680,1268.39212,0.01730,1608818.57680,2086.50504,0.04250,0.00968
41180,"St. Louis, MO-IL",16-19,2,Female, 67 ,2656.97412,133898.66097,365.92166,0.13772,133898.66097,601.94113,2009.00000,71594.13388,1491545.79740,1221.28858,0.01706,1491545.79740,2009.01972,0.03711,0.00834
41180,"St. Louis, MO-IL",20-24,1,Male, 200 ,10379.20850,767120.93576,875.85440,0.08439,767120.93576,1440.78049,2247.00000,93915.68048,1075696.86120,1037.15807,0.01104,1075696.86120,1706.12502,0.11052,0.01521
41180,"St. Louis, MO-IL",20-24,2,Female, 192 ,9086.02493,504117.51536,710.01233,0.07814,504117.51536,1167.97029,2135.00000,94474.40084,1248425.63100,1117.32969,0.01183,1248425.63100,1838.00734,0.09617,0.01222
41620,"Salt Lake City, UT",16-19,1,Male, 26 ,1080.96918,45701.67712,213.77951,0.19777,45701.67712,351.66729,976.00000,34101.38497,621106.14362,788.10288,0.02311,621106.14362,1296.42923,0.03170,0.01024
41620,"Salt Lake City, UT",16-19,2,Female, 26 ,1159.33542,62529.52957,250.05905,0.21569,62529.52957,411.34714,845.00000,31571.14434,794478.52289,891.33525,0.02823,794478.52289,1466.24648,0.03672,0.01292
41620,"Salt Lake City, UT",20-24,1,Male, 46 ,2723.18132,267595.52474,517.29636,0.18996,267595.52474,850.95251,1007.00000,44492.17163,648588.06290,805.34965,0.01810,648588.06290,1324.80018,0.06121,0.01904
41620,"Salt Lake City, UT",20-24,2,Female, 76 ,4319.89664,249902.28194,499.90227,0.11572,249902.28194,822.33924,964.00000,42603.47091,628883.82330,793.02196,0.01861,628883.82330,1304.52112,0.10140,0.01905
41700,"San Antonio-New Braunfels, TX",16-19,1,Male, 94 ,3621.27256,220826.15434,469.92143,0.12977,220826.15434,773.02076,1883.00000,68154.61494,1582719.01970,1258.06161,0.01846,1582719.01970,2069.51135,0.05313,0.01123
41700,"San Antonio-New Braunfels, TX",16-19,2,Female, 76 ,3132.21720,154828.11352,393.48204,0.12562,154828.11352,647.27795,1702.00000,62474.95144,1022952.97820,1011.41138,0.01619,1022952.97820,1663.77172,0.05014,0.01027
41700,"San Antonio-New Braunfels, TX",20-24,1,Male, 161 ,7263.81916,523081.34330,723.24363,0.09957,523081.34330,1189.73577,2037.00000,87722.48071,988371.92545,994.16896,0.01133,988371.92545,1635.40794,0.08280,0.01347
41700,"San Antonio-New Braunfels, TX",20-24,2,Female, 261 ,10656.53385,543532.48368,737.24656,0.06918,543532.48368,1212.77058,1989.00000,81023.40403,914133.98072,956.10354,0.01180,914133.98072,1572.79032,0.13152,0.01475
41740,"San Diego-Carlsbad, CA",16-19,1,Male, 87 ,3784.00264,175441.25841,418.85709,0.11069,175441.25841,689.01991,2701.00000,95174.70023,2602844.85570,1613.33346,0.01695,2602844.85570,2653.93354,0.03976,0.00715
41740,"San Diego-Carlsbad, CA",16-19,2,Female, 74 ,2891.64413,116503.51728,341.32612,0.11804,116503.51728,561.48146,2289.00000,84063.25201,1801185.16250,1342.08240,0.01597,1801185.16250,2207.72554,0.03440,0.00662
41740,"San Diego-Carlsbad, CA",20-24,1,Male, 167 ,7934.29928,507140.26533,712.13781,0.08975,507140.26533,1171.46670,3678.00000,149736.24841,1411674.77260,1188.13921,0.00793,1411674.77260,1954.48899,0.05299,0.00779
41740,"San Diego-Carlsbad, CA",20-24,2,Female, 239 ,11339.77197,660432.67215,812.67009,0.07167,660432.67215,1336.84230,2939.00000,122005.66198,869692.42834,932.57302,0.00764,869692.42834,1534.08261,0.09294,0.01089
41860,"San Francisco-Oakland-Hayward, CA",16-19,1,Male, 80 ,2955.84296,160619.43446,400.77355,0.13559,160619.43446,659.27248,3106.00000,100785.86983,2434465.78060,1560.27747,0.01548,2434465.78060,2566.65644,0.02933,0.00650
41860,"San Francisco-Oakland-Hayward, CA",16-19,2,Female, 58 ,2316.09428,131665.70972,362.85770,0.15667,131665.70972,596.90091,3014.00000,100965.48592,2170654.73750,1473.31420,0.01459,2170654.73750,2423.60186,0.02294,0.00589
41860,"San Francisco-Oakland-Hayward, CA",20-24,1,Male, 177 ,8622.95718,535680.90646,731.90225,0.08488,535680.90646,1203.97920,3827.00000,147201.60623,1788456.82490,1337.33198,0.00909,1788456.82490,2199.91111,0.05858,0.00813
41860,"San Francisco-Oakland-Hayward, CA",20-24,2,Female, 209 ,9634.43149,444301.64211,666.55956,0.06919,444301.64211,1096.49047,3529.00000,138873.01024,1507515.41540,1227.80919,0.00884,1507515.41540,2019.74612,0.06938,0.00783
41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19,1,Male, 27 ,1132.65482,55647.07700,235.89633,0.20827,55647.07700,388.04946,1542.00000,46350.77887,828065.53990,909.98107,0.01963,828065.53990,1496.91885,0.02444,0.00833
41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19,2,Female, 24 ,770.42077,37444.19553,193.50503,0.25117,37444.19553,318.31577,1338.00000,42575.67930,786203.07519,886.68093,0.02083,786203.07519,1458.59013,0.01810,0.00745
41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24,1,Male, 45 ,1576.81792,60617.60546,246.20643,0.15614,60617.60546,405.00957,1680.00000,61666.82139,984543.32506,992.24157,0.01609,984543.32506,1632.23738,0.02557,0.00653
41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24,2,Female, 60 ,2450.88547,136595.77196,369.58865,0.15080,136595.77196,607.97333,1512.00000,56803.24958,523450.34381,723.49868,0.01274,523450.34381,1190.15533,0.04315,0.01066
42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,1,Male, 16 ,576.11166,40858.10063,202.13387,0.35086,40858.10063,332.51021,491.00000,13346.78152,286254.66502,535.02772,0.04009,286254.66502,880.12061,0.04316,0.02475
42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,2,Female, 12 ,316.16004,11058.15371,105.15776,0.33261,11058.15371,172.98451,480.00000,12956.36750,358542.56575,598.78424,0.04622,358542.56575,985.00007,0.02440,0.01322
42540,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,1,Male, 42 ,1954.34410,125213.40030,353.85506,0.18106,125213.40030,582.09157,498.00000,16992.12615,259539.13732,509.44984,0.02998,259539.13732,838.04498,0.11501,0.03378
42540,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,2,Female, 39 ,1419.92356,71190.54584,266.81557,0.18791,71190.54584,438.91160,493.00000,17341.91892,314326.63474,560.64841,0.03233,314326.63474,922.26663,0.08188,0.02493
42660,"Seattle-Tacoma-Bellevue, WA",16-19,1,Male, 67 ,2693.83991,155344.87919,394.13815,0.14631,155344.87919,648.35725,2630.00000,89531.29004,1737033.37770,1317.96562,0.01472,1737033.37770,2168.05345,0.03009,0.00720
42660,"Seattle-Tacoma-Bellevue, WA",16-19,2,Female, 72 ,3132.41108,184942.45114,430.04936,0.13729,184942.45114,707.43120,2402.00000,81778.39759,1554355.80440,1246.73807,0.01525,1554355.80440,2050.88412,0.03830,0.00860
42660,"Seattle-Tacoma-Bellevue, WA",20-24,1,Male, 156 ,7146.90960,582224.40033,763.03630,0.10676,582224.40033,1255.19472,2958.00000,124404.15510,1831413.43520,1353.29725,0.01088,1831413.43520,2226.17397,0.05745,0.01004
42660,"Seattle-Tacoma-Bellevue, WA",20-24,2,Female, 187 ,8810.91111,685428.27153,827.90596,0.09396,685428.27153,1361.90530,2797.00000,117052.68077,1796800.44090,1340.44785,0.01145,1796800.44090,2205.03671,0.07527,0.01155
44060,"Spokane-Spokane Valley, WA",16-19,1,Male, 27 ,774.89697,43560.71772,208.71204,0.26934,43560.71772,343.33131,558.00000,15296.90005,331442.26231,575.71022,0.03764,331442.26231,947.04332,0.05066,0.02222
44060,"Spokane-Spokane Valley, WA",16-19,2,Female, 15 ,554.77495,28876.19784,169.92998,0.30630,28876.19784,279.53482,512.00000,14905.54192,288391.44607,537.02090,0.03603,288391.44607,883.39938,0.03722,0.01862
44060,"Spokane-Spokane Valley, WA",20-24,1,Male, 44 ,1541.04304,64020.11253,253.02196,0.16419,64020.11253,416.22113,620.00000,21821.26216,321605.61528,567.10283,0.02599,321605.61528,932.88415,0.07062,0.01883
44060,"Spokane-Spokane Valley, WA",20-24,2,Female, 72 ,2515.29865,126674.82434,355.91407,0.14150,126674.82434,585.47864,573.00000,21703.81466,257538.56726,507.48258,0.02338,257538.56726,834.80884,0.11589,0.02660
44140,"Springfield, MA",16-19,1,Male, 37 ,1554.75326,74460.64681,272.87478,0.17551,74460.64681,448.87902,577.00000,16693.46880,275419.53015,524.80428,0.03144,275419.53015,863.30304,0.09314,0.02645
44140,"Springfield, MA",16-19,2,Female, 18 ,818.69605,65166.45758,255.27722,0.31181,65166.45758,419.93102,658.00000,17909.53446,298568.97063,546.41465,0.03051,298568.97063,898.85210,0.04571,0.02333
44140,"Springfield, MA",20-24,1,Male, 53 ,2668.31475,151071.57368,388.67927,0.14566,151071.57368,639.37740,553.00000,21003.05618,233025.10422,482.72674,0.02298,233025.10422,794.08549,0.12704,0.03006
44140,"Springfield, MA",20-24,2,Female, 51 ,2684.29578,164595.65021,405.70389,0.15114,164595.65021,667.38291,657.00000,23344.72597,349107.97041,590.85359,0.02531,349107.97041,971.95416,0.11499,0.02818
44700,"Stockton-Lodi, CA",16-19,1,Male, 43 ,1551.19446,77902.57794,279.11033,0.17993,77902.57794,459.13650,680.00000,23173.66246,468889.78655,684.75527,0.02955,468889.78655,1126.42243,0.06694,0.01954
44700,"Stockton-Lodi, CA",16-19,2,Female, 39 ,1377.66162,38006.68360,194.95303,0.14151,38006.68360,320.69773,607.00000,20333.10314,382783.82309,618.69526,0.03043,382783.82309,1017.75370,0.06775,0.01540
44700,"Stockton-Lodi, CA",20-24,1,Male, 80 ,3243.00962,193229.06295,439.57828,0.13555,193229.06295,723.10627,719.00000,27724.25449,178164.81967,422.09575,0.01522,178164.81967,694.34750,0.11697,0.02592
44700,"Stockton-Lodi, CA",20-24,2,Female, 96 ,3793.26310,189806.08123,435.66740,0.11485,189806.08123,716.67287,613.00000,25659.53977,162095.58212,402.61096,0.01569,162095.58212,662.29502,0.14783,0.02767
45060,"Syracuse, NY",16-19,1,Male, 21 ,468.87438,9821.35612,99.10276,0.21136,9821.35612,163.02403,886.00000,21341.78457,270775.58325,520.36101,0.02438,270775.58325,855.99387,0.02197,0.00759
45060,"Syracuse, NY",16-19,2,Female, 25 ,741.97448,44585.95509,211.15387,0.28458,44585.95509,347.34811,951.00000,23199.07244,404505.38909,636.00738,0.02742,404505.38909,1046.23214,0.03198,0.01490
45060,"Syracuse, NY",20-24,1,Male, 63 ,2049.55850,98809.27809,314.33943,0.15337,98809.27809,517.08836,970.00000,27237.84500,202788.60101,450.32055,0.01653,202788.60101,740.77731,0.07525,0.01887
45060,"Syracuse, NY",20-24,2,Female, 74 ,2524.25945,128681.52041,358.72207,0.14211,128681.52041,590.09780,970.00000,26729.73405,173521.72876,416.55939,0.01558,173521.72876,685.24020,0.09444,0.02194
45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,1,Male, 107 ,4677.40159,268600.31581,518.26665,0.11080,268600.31581,852.54863,2237.00000,69776.27293,1041559.08210,1020.56802,0.01463,1041559.08210,1678.83439,0.06703,0.01211
45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,2,Female, 100 ,3713.15527,212915.48974,461.42766,0.12427,212915.48974,759.04851,2114.00000,65096.58489,1000647.27650,1000.32359,0.01537,1000647.27650,1645.53230,0.05704,0.01157
45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,1,Male, 242 ,9707.57644,653276.76599,808.25538,0.08326,653276.76599,1329.58011,2488.00000,87438.74713,715772.06225,846.03313,0.00968,715772.06225,1391.72450,0.11102,0.01510
45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,2,Female, 256 ,10311.81121,620227.51088,787.54524,0.07637,620227.51088,1295.51193,2423.00000,88395.84338,539156.35118,734.27267,0.00831,539156.35118,1207.87854,0.11665,0.01457
45780,"Toledo, OH",16-19,1,Male, 16 ,598.98186,40053.04486,200.13257,0.33412,40053.04486,329.21807,571.00000,18581.04307,393627.87222,627.39770,0.03377,393627.87222,1032.06921,0.03224,0.01763
45780,"Toledo, OH",16-19,2,Female, 16 ,606.62133,28201.51328,167.93306,0.27683,28201.51328,276.24989,563.00000,18849.11470,409457.99849,639.88905,0.03395,409457.99849,1052.61749,0.03218,0.01455
45780,"Toledo, OH",20-24,1,Male, 54 ,2619.31147,144237.27563,379.78583,0.14499,144237.27563,624.74769,661.00000,26774.61681,367844.51751,606.50187,0.02265,367844.51751,997.69558,0.09783,0.02305
45780,"Toledo, OH",20-24,2,Female, 81 ,3762.16395,266309.56356,516.05190,0.13717,266309.56356,848.90538,665.00000,27604.67295,343790.44244,586.33646,0.02124,343790.44244,964.52347,0.13629,0.03038
46060,"Tucson, AZ",16-19,1,Male, 39 ,1635.53473,97470.27365,312.20230,0.19089,97470.27365,513.57278,941.00000,28257.07971,746845.02091,864.20196,0.03058,746845.02091,1421.61222,0.05788,0.01794
46060,"Tucson, AZ",16-19,2,Female, 39 ,1762.23756,87422.06277,295.67222,0.16778,87422.06277,486.38080,771.00000,25889.81672,773104.81397,879.26379,0.03396,773104.81397,1446.38894,0.06807,0.01840
46060,"Tucson, AZ",20-24,1,Male, 89 ,3972.42694,341102.62683,584.03992,0.14702,341102.62683,960.74567,1073.00000,44176.35482,535784.99997,731.97336,0.01657,535784.99997,1204.09618,0.08992,0.02161
46060,"Tucson, AZ",20-24,2,Female, 114 ,5902.19883,345675.87193,587.94207,0.09961,345675.87193,967.16470,931.00000,42203.87797,307052.45189,554.12314,0.01313,307052.45189,911.53256,0.13985,0.02272
46140,"Tulsa, OK",16-19,1,Male, 37 ,1129.57817,44581.44999,211.14320,0.18692,44581.44999,347.33056,617.00000,20653.71304,498262.02658,705.87678,0.03418,498262.02658,1161.16730,0.05469,0.01653
46140,"Tulsa, OK",16-19,2,Female, 35 ,1105.97015,48732.08581,220.75345,0.19960,48732.08581,363.13943,571.00000,19428.18305,332730.12619,576.82764,0.02969,332730.12619,948.88147,0.05693,0.01848
46140,"Tulsa, OK",20-24,1,Male, 70 ,2916.61558,199042.57640,446.14188,0.15297,199042.57640,733.90339,725.00000,27783.26668,226712.14775,476.14299,0.01714,226712.14775,783.25522,0.10498,0.02625
46140,"Tulsa, OK",20-24,2,Female, 94 ,3674.16903,125501.18069,354.26146,0.09642,125501.18069,582.76010,660.00000,27221.05833,250240.75426,500.24070,0.01838,250240.75426,822.89595,0.13498,0.02102
46520,"Urban Honolulu, HI",16-19,1,Male, 24 ,741.87804,36793.51535,191.81636,0.25856,36793.51535,315.53791,816.00000,24829.70444,542582.39730,736.60193,0.02967,542582.39730,1211.71017,0.02988,0.01262
46520,"Urban Honolulu, HI",16-19,2,Female, 23 ,686.26785,26061.04835,161.43435,0.23524,26061.04835,265.55950,708.00000,21144.45269,459368.15478,677.76704,0.03205,459368.15478,1114.92677,0.03246,0.01244
46520,"Urban Honolulu, HI",20-24,1,Male, 52 ,2734.03911,167572.69534,409.35644,0.14973,167572.69534,673.39134,1394.00000,46167.59097,698132.32622,835.54313,0.01810,698132.32622,1374.46845,0.05922,0.01448
46520,"Urban Honolulu, HI",20-24,2,Female, 75 ,2705.13563,136135.59569,368.96558,0.13639,136135.59569,606.94837,1028.00000,34651.84008,472446.98409,687.34779,0.01984,472446.98409,1130.68711,0.07807,0.01733
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,1,Male, 47 ,2179.03334,136749.91321,369.79712,0.16971,136749.91321,608.31627,1499.00000,48877.77757,1429977.72260,1195.81676,0.02447,1429977.72260,1967.11857,0.04458,0.01232
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,2,Female, 41 ,1798.58183,130269.27111,360.92835,0.20067,130269.27111,593.72713,1382.00000,44337.92984,1352425.59890,1162.93835,0.02623,1352425.59890,1913.03358,0.04057,0.01328
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,1,Male, 83 ,3989.16566,228077.63626,477.57474,0.11972,228077.63626,785.61045,2136.00000,78849.68246,1583815.84860,1258.49746,0.01596,1583815.84860,2070.22832,0.05059,0.00987
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,2,Female, 151 ,6634.81222,351913.79203,593.22322,0.08941,351913.79203,975.85220,1794.00000,67628.83150,937877.12413,968.44056,0.01432,937877.12413,1593.08473,0.09811,0.01424
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19,1,Male, 88 ,4340.53598,309461.58541,556.29272,0.12816,309461.58541,915.10152,4467.00000,150389.10004,3673191.76680,1916.55727,0.01274,3673191.76680,3152.73671,0.02886,0.00605
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19,2,Female, 90 ,4111.13315,244408.62646,494.37701,0.12025,244408.62646,813.25018,4371.00000,146194.59997,3061678.18810,1749.76518,0.01197,3061678.18810,2878.36372,0.02812,0.00554
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24,1,Male, 215 ,9386.06921,641325.31144,800.82789,0.08532,641325.31144,1317.36188,5245.00000,193645.19487,3437641.21670,1854.08770,0.00957,3437641.21670,3049.97427,0.04847,0.00676
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24,2,Female, 253 ,11506.25474,729090.02459,853.86769,0.07421,729090.02459,1404.61234,5150.00000,187136.58405,2290685.08460,1513.50094,0.00809,2290685.08460,2489.70904,0.06149,0.00746
48620,"Wichita, KS",16-19,1,Male, 14 ,811.88744,65075.55862,255.09912,0.31421,65075.55862,419.63804,466.00000,18000.61496,451498.83860,671.93663,0.03733,451498.83860,1105.33576,0.04510,0.02315
48620,"Wichita, KS",16-19,2,Female, 8 ,474.65904,36028.26775,189.81114,0.39989,36028.26775,312.23932,352.00000,14336.56290,362405.66443,602.00138,0.04199,362405.66443,990.29227,0.03311,0.02166
48620,"Wichita, KS",20-24,1,Male, 23 ,1300.04218,84135.77078,290.06167,0.22312,84135.77078,477.15144,414.00000,20071.61545,345705.64638,587.96739,0.02929,345705.64638,967.20635,0.06477,0.02357
48620,"Wichita, KS",20-24,2,Female, 40 ,2058.33668,153344.38241,391.59211,0.19025,153344.38241,644.16902,406.00000,19431.56398,302994.78589,550.44962,0.02833,302994.78589,905.48963,0.10593,0.03278
49180,"Winston-Salem, NC",16-19,1,Male, 24 ,1321.57809,88246.23186,297.06267,0.22478,88246.23186,488.66810,485.00000,16382.96929,366950.35513,605.76427,0.03698,366950.35513,996.48223,0.08067,0.02942
49180,"Winston-Salem, NC",16-19,2,Female, 17 ,975.53818,58245.30527,241.34064,0.24739,58245.30527,397.00536,495.00000,17736.17809,443473.92648,665.93838,0.03755,443473.92648,1095.46864,0.05500,0.02212
49180,"Winston-Salem, NC",20-24,1,Male, 60 ,3091.60475,195544.49262,442.20413,0.14303,195544.49262,727.42579,507.00000,20825.25651,308181.30197,555.14079,0.02666,308181.30197,913.20661,0.14845,0.03432
49180,"Winston-Salem, NC",20-24,2,Female, 72 ,3404.10813,212467.26178,460.94171,0.13541,212467.26178,758.24912,579.00000,20608.87094,334687.10965,578.52149,0.02807,334687.10965,951.66784,0.16518,0.03599
49340,"Worcester, MA-CT",16-19,1,Male, 16 ,762.55369,41985.49069,204.90361,0.26871,41985.49069,337.06644,929.00000,27678.74644,348626.34696,590.44589,0.02133,348626.34696,971.28349,0.02755,0.01214
49340,"Worcester, MA-CT",16-19,2,Female, 13 ,459.34475,17209.48120,131.18491,0.28559,17209.48120,215.79918,877.00000,26508.62825,448278.31699,669.53590,0.02526,448278.31699,1101.38655,0.01733,0.00811
49340,"Worcester, MA-CT",20-24,1,Male, 44 ,2594.87928,161720.31126,402.14464,0.15498,161720.31126,661.52793,936.00000,33261.79395,344123.87265,586.62072,0.01764,344123.87265,964.99109,0.07801,0.01976
49340,"Worcester, MA-CT",20-24,2,Female, 35 ,1681.81921,68407.52727,261.54833,0.15552,68407.52727,430.24700,830.00000,30717.56430,404928.94746,636.34028,0.02072,404928.94746,1046.77975,0.05475,0.01388
49660,"Youngstown-Warren-Boardman, OH-PA",16-19,1,Male, 20 ,594.08741,29814.55882,172.66893,0.29065,29814.55882,284.04039,510.00000,15136.25038,207639.85006,455.67516,0.03010,207639.85006,749.58564,0.03925,0.01866
49660,"Youngstown-Warren-Boardman, OH-PA",16-19,2,Female, 11 ,357.61060,14264.13520,119.43256,0.33397,14264.13520,196.46655,436.00000,12937.99927,301499.00214,549.08925,0.04244,301499.00214,903.25181,0.02764,0.01506
49660,"Youngstown-Warren-Boardman, OH-PA",20-24,1,Male, 53 ,2124.70867,78292.81231,279.80853,0.13169,78292.81231,460.28503,560.00000,17493.46234,159334.80071,399.16763,0.02282,159334.80071,656.63076,0.12146,0.02591
49660,"Youngstown-Warren-Boardman, OH-PA",20-24,2,Female, 63 ,2418.37850,111092.04015,333.30473,0.13782,111092.04015,548.28627,480.00000,17272.61175,222756.31544,471.97067,0.02732,222756.31544,776.39176,0.14001,0.03111
